,radiant_id,dire_id,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
0,54.0,22.0,68,65,7,36,81,71,13,30,40,94,0
0,22.0,54.0,31,88,65,113,54,36,75,53,7,1,0
0,22.0,54.0,13,51,54,75,2,64,88,65,95,49,0
0,63.0,25.0,107,42,87,58,13,68,41,60,8,49,0
0,63.0,25.0,107,9,75,104,80,68,7,41,64,21,1
0,63.0,25.0,107,50,104,9,98,60,68,40,16,36,0
0,11.0,44.0,88,53,85,17,6,40,114,18,37,2,1
0,44.0,11.0,7,43,75,104,41,28,3,114,35,15,0
0,21.0,0.0,60,40,68,69,39,78,87,66,92,81,0
0,21.0,0.0,107,104,37,54,74,60,65,87,45,93,0
0,0.0,18.0,91,19,30,65,104,66,87,13,36,80,1
0,18.0,0.0,86,40,66,61,39,68,7,53,63,82,1
0,11.0,12.0,88,53,50,109,17,28,92,40,18,106,0
0,11.0,12.0,88,53,100,6,17,7,40,68,41,9,0
0,32.0,12.0,88,68,13,18,36,28,92,54,9,33,0
0,32.0,12.0,60,65,112,70,9,68,7,18,29,45,1
0,5.0,32.0,88,63,87,45,104,114,65,43,7,113,1
0,32.0,5.0,68,107,7,46,77,13,88,92,6,15,0
0,4.0,11.0,100,3,9,43,57,7,65,36,37,109,1
0,4.0,11.0,31,7,45,9,77,41,101,114,35,83,1
0,8.0,17.0,107,18,30,61,38,53,28,31,47,70,0
0,17.0,8.0,51,64,32,36,25,91,100,13,99,4,1
0,8.0,0.0,31,108,86,106,12,53,16,68,114,1,1
0,0.0,8.0,31,40,69,92,77,3,7,104,9,61,1
0,52.0,54.0,90,78,64,18,49,68,51,53,1,70,1
0,52.0,54.0,7,64,112,46,15,68,71,13,54,74,0
0,54.0,52.0,7,3,33,46,69,64,13,91,19,106,0
0,52.0,54.0,68,107,43,1,45,51,13,64,55,81,1
0,23.0,11.0,31,41,16,13,36,100,43,89,9,65,0
0,23.0,11.0,31,7,9,69,106,85,65,114,43,4,0
0,44.0,5.0,65,114,51,11,7,68,43,23,13,81,0
0,12.0,11.0,60,75,18,29,35,23,3,45,41,15,1
0,5.0,44.0,68,18,51,32,13,53,7,3,9,46,1
0,12.0,11.0,85,87,41,76,45,7,68,36,29,35,0
0,73.0,15.0,23,63,27,104,13,60,65,87,81,46,0
0,11.0,12.0,13,16,50,81,9,85,26,41,45,46,0
0,15.0,73.0,60,13,86,77,39,53,7,68,41,4,1
0,4.0,5.0,7,79,48,41,13,60,68,40,18,103,1
0,44.0,12.0,13,51,86,32,4,7,26,63,9,57,0
0,5.0,4.0,68,43,100,29,4,7,111,49,18,22,0
0,44.0,12.0,68,43,23,65,70,45,41,30,76,7,1
0,5.0,11.0,88,45,3,36,1,31,114,40,7,12,0
0,5.0,11.0,31,41,107,63,17,100,45,90,40,49,1
0,5.0,11.0,107,55,106,75,77,23,40,3,36,29,0
0,5.0,12.0,53,7,27,49,109,107,13,87,4,33,1
0,5.0,12.0,31,12,114,51,97,45,85,18,90,106,0
0,5.0,11.0,53,7,27,15,41,18,30,88,36,39,0
0,4.0,12.0,7,65,50,12,45,51,90,54,2,106,0
0,5.0,11.0,100,40,87,29,106,60,55,92,18,36,0
0,4.0,12.0,60,53,86,1,9,88,40,13,36,81,0
0,32.0,23.0,88,92,89,114,35,68,107,41,109,49,0
0,4.0,11.0,88,87,106,102,12,68,60,49,9,29,1
0,32.0,23.0,40,65,7,3,1,68,36,23,54,96,0
0,4.0,11.0,68,60,49,77,57,23,37,8,106,15,1
0,4.0,12.0,60,63,110,29,106,23,65,36,75,11,0
0,4.0,12.0,7,65,9,49,68,51,90,88,12,106,0
0,44.0,23.0,40,7,111,1,53,68,43,23,41,104,0
0,79.0,24.0,92,51,18,29,11,53,7,111,41,35,0
0,79.0,24.0,92,18,62,65,9,51,53,30,36,98,0
0,75.0,77.0,88,27,97,1,106,16,68,7,54,114,1
0,75.0,77.0,51,87,76,57,12,68,71,41,74,9,1
0,51.0,30.0,9,51,75,114,15,7,87,16,47,1,1
0,51.0,30.0,88,36,27,4,55,40,86,100,96,1,0
0,8.0,21.0,31,78,69,80,9,53,7,75,12,4,0
0,21.0,8.0,68,51,65,8,25,78,45,87,16,41,1
0,9.0,66.0,68,51,7,9,36,69,64,41,55,114,1
0,18.0,8.0,7,3,78,47,45,60,84,97,54,49,1
0,18.0,8.0,31,18,107,65,12,53,16,45,27,41,1
0,9.0,66.0,68,65,7,42,25,69,64,41,104,13,0
0,9.0,66.0,68,65,16,12,9,51,87,41,95,29,1
0,70.0,81.0,31,69,100,41,36,114,7,51,86,43,0
0,70.0,81.0,114,40,7,49,75,16,112,86,47,4,0
0,15.0,24.0,92,51,28,76,54,23,63,27,102,43,1
0,15.0,24.0,60,57,87,36,49,23,40,86,7,15,1
0,73.0,30.0,40,114,87,57,76,51,9,27,4,25,0
0,59.0,47.0,40,16,4,57,22,68,51,39,18,69,0
0,30.0,73.0,40,114,27,39,104,36,68,107,55,70,1
0,47.0,59.0,31,104,107,63,74,69,7,114,30,4,0
0,34.0,56.0,60,53,86,39,63,40,64,18,32,55,1
0,56.0,34.0,53,18,68,9,51,114,28,36,111,56,0
0,58.0,77.0,31,69,114,9,49,7,51,101,70,11,1
0,58.0,77.0,88,9,86,2,76,114,92,97,8,15,1
0,70.0,77.0,88,13,68,81,69,51,7,54,87,12,0
0,70.0,77.0,88,36,111,13,18,51,7,101,11,93,0
0,73.0,24.0,51,90,15,18,9,16,68,57,81,39,0
0,24.0,73.0,114,63,30,102,76,65,60,64,41,45,0
0,50.0,41.0,31,9,60,36,4,23,13,26,97,8,0
0,24.0,73.0,31,69,51,11,4,16,9,68,57,46,0
0,41.0,50.0,40,36,100,69,83,86,60,39,63,64,1
0,79.0,81.0,88,53,100,43,56,51,68,47,108,81,1
0,79.0,81.0,40,68,107,15,22,16,86,112,47,1,0
0,70.0,30.0,88,114,50,43,4,27,9,107,55,39,0
0,30.0,70.0,65,68,51,76,81,27,23,63,114,13,1
0,59.0,23.0,114,102,104,79,74,65,40,7,1,87,0
0,24.0,75.0,40,51,27,54,43,7,65,87,9,12,1
0,54.0,11.0,88,36,110,41,114,7,64,49,13,113,1
0,75.0,24.0,40,7,53,68,18,104,87,74,72,58,0
0,59.0,23.0,107,55,70,27,106,7,37,18,65,36,0
0,41.0,53.0,13,40,86,68,4,27,16,63,36,17,1
0,15.0,30.0,31,104,36,86,55,23,40,27,114,9,0
0,54.0,11.0,88,43,111,114,69,7,87,25,108,12,1
0,53.0,41.0,27,13,100,18,102,87,16,4,9,29,1
0,15.0,30.0,23,92,49,65,9,107,27,36,114,54,0
0,16.0,6.0,60,36,30,94,61,40,107,66,45,73,1
0,6.0,16.0,40,91,66,18,16,60,13,58,114,94,0
0,16.0,54.0,88,5,36,114,106,60,66,29,54,74,1
0,54.0,16.0,7,66,107,70,48,40,68,62,29,80,0
0,75.0,79.0,53,51,68,41,13,7,27,43,63,14,0
0,75.0,79.0,53,27,47,8,32,107,55,106,30,72,0
0,15.0,44.0,60,68,13,81,65,7,43,27,1,57,1
0,44.0,15.0,40,107,62,61,17,45,85,86,41,36,0
0,12.0,31.0,7,66,92,65,47,51,13,90,114,63,0
0,12.0,31.0,7,92,112,16,43,51,13,110,41,45,0
0,73.0,59.0,114,63,104,87,13,60,65,76,41,64,1
0,59.0,73.0,31,69,107,39,15,68,16,9,57,25,0
0,1.0,17.0,19,90,71,15,81,31,69,107,106,80,1
0,50.0,53.0,31,65,23,98,95,87,53,63,66,106,0
0,17.0,1.0,7,111,65,12,36,45,107,58,41,25,1
0,53.0,50.0,40,23,92,72,25,36,27,107,8,55,0
0,17.0,1.0,51,111,108,73,98,107,45,12,69,68,1
0,17.0,31.0,60,58,30,81,25,71,53,64,15,75,1
0,17.0,31.0,7,66,38,35,4,60,45,5,36,39,0
0,17.0,31.0,58,51,111,59,25,7,13,112,81,53,0
0,6.0,11.0,40,51,92,34,87,28,3,43,29,17,1
0,6.0,11.0,40,51,111,1,92,88,45,100,9,12,1
0,23.0,30.0,31,69,7,73,77,40,107,101,55,76,1
0,1.0,12.0,88,36,53,63,3,7,40,68,54,29,1
0,30.0,23.0,60,9,51,92,25,7,27,43,65,54,0
0,1.0,12.0,88,40,70,36,92,86,3,104,106,61,1
0,15.0,73.0,60,50,64,95,39,31,104,16,9,106,1
0,6.0,54.0,60,65,68,113,49,31,107,112,1,106,1
0,15.0,73.0,114,57,45,4,87,107,43,86,53,95,1
0,6.0,54.0,31,13,51,20,61,64,71,4,33,106,1
0,1.0,17.0,107,13,3,9,40,45,58,71,114,39,1
0,1.0,17.0,51,30,91,61,81,86,3,13,15,49,1
0,15.0,30.0,40,53,51,87,17,27,114,107,9,36,0
0,6.0,31.0,100,60,98,47,45,13,64,81,23,57,1
0,15.0,30.0,27,23,112,4,52,53,107,43,50,76,0
0,23.0,30.0,40,7,50,77,65,107,9,86,13,98,1
0,30.0,23.0,7,111,97,44,25,36,68,88,112,18,0
0,16.0,1.0,88,53,3,39,98,7,68,60,61,4,1
0,16.0,1.0,88,13,62,63,46,7,45,69,54,114,1
0,16.0,6.0,40,60,51,3,9,7,45,64,54,106,0
0,6.0,16.0,40,107,26,53,109,86,51,13,47,113,0
0,6.0,16.0,40,107,87,1,97,86,89,9,74,54,0
0,16.0,6.0,40,90,107,1,49,9,89,87,88,73,1
0,51.0,81.0,40,71,45,1,23,86,107,4,55,109,1
0,51.0,81.0,107,27,47,104,6,7,65,87,1,98,0
0,77.0,47.0,7,41,104,87,39,107,68,65,17,54,0
0,47.0,77.0,7,68,13,1,69,51,101,57,17,18,1
0,24.0,59.0,107,87,16,13,54,90,71,99,28,49,1
0,24.0,59.0,23,92,108,4,30,60,27,9,98,74,1
0,86.0,72.0,64,28,22,1,51,7,68,13,45,61,0
0,86.0,72.0,64,9,7,1,60,107,3,39,55,81,1
0,86.0,72.0,40,51,88,54,47,31,7,36,55,1,1
0,58.0,24.0,60,66,4,16,49,88,13,30,12,65,0
0,24.0,58.0,114,45,100,98,112,99,90,71,28,17,1
0,30.0,47.0,40,27,114,23,54,60,86,58,36,15,1
0,30.0,47.0,40,51,53,49,64,114,27,39,107,36,0
0,70.0,59.0,68,23,63,104,74,65,51,27,1,11,0
0,70.0,59.0,68,63,16,104,25,114,71,87,13,4,0
0,75.0,81.0,107,27,7,12,34,60,53,4,71,17,0
0,66.0,56.0,40,7,3,98,106,60,64,51,47,114,1
0,75.0,81.0,60,55,30,1,39,40,71,100,13,6,0
0,34.0,38.0,7,78,75,77,92,68,60,69,54,106,0
0,75.0,30.0,40,27,23,110,15,88,47,30,55,1,0
0,42.0,66.0,31,51,65,36,95,40,7,3,104,1,1
0,75.0,30.0,40,27,23,53,54,104,107,101,74,72,1
0,66.0,42.0,31,65,88,12,45,7,36,111,38,1,0
0,51.0,79.0,88,86,14,106,109,9,16,41,68,70,1
0,51.0,79.0,40,51,30,106,93,45,7,60,109,37,1
0,42.0,9.0,40,7,3,1,38,68,51,95,65,49,1
0,9.0,42.0,88,47,111,109,29,7,68,38,44,93,1
0,42.0,9.0,7,53,3,13,80,69,87,71,4,46,0
0,42.0,66.0,40,69,75,4,88,107,68,63,104,73,0
0,34.0,38.0,60,64,54,79,97,45,3,16,9,114,0
0,66.0,42.0,31,69,9,63,28,68,36,107,65,12,1
0,38.0,34.0,7,40,87,58,63,65,75,69,86,61,0
0,38.0,34.0,88,64,45,90,35,7,52,97,9,8,1
0,58.0,70.0,114,65,27,39,9,107,43,111,54,33,1
0,58.0,70.0,114,87,65,39,71,43,111,107,9,102,1
0,52.0,5.0,64,88,106,109,112,51,13,27,54,15,0
0,51.0,75.0,60,104,64,39,109,40,71,30,70,76,1
0,5.0,52.0,64,16,13,38,18,7,68,41,11,113,1
0,75.0,51.0,60,87,55,17,18,30,16,108,4,106,0
0,1.0,35.0,13,60,112,45,81,86,69,71,49,113,0
0,70.0,47.0,65,111,9,28,76,31,69,107,63,61,0
0,70.0,47.0,31,69,70,60,47,114,51,64,7,49,0
0,35.0,1.0,107,66,106,78,59,45,112,71,4,62,1
0,79.0,30.0,40,71,112,4,62,53,51,30,13,10,0
0,79.0,30.0,64,107,13,69,73,71,112,9,114,92,0
0,5.0,35.0,40,112,91,65,18,31,36,16,114,17,0
0,35.0,5.0,60,112,106,108,9,71,13,64,91,76,0
0,5.0,35.0,112,45,4,53,28,75,107,51,17,12,1
0,58.0,81.0,60,13,112,1,51,71,53,4,107,109,1
0,58.0,81.0,60,92,9,49,69,88,112,13,23,1,1
0,14.0,15.0,88,36,30,7,77,71,64,91,80,4,1
0,15.0,14.0,71,64,112,51,56,60,45,30,4,1,1
0,14.0,15.0,45,31,23,35,36,107,4,30,57,61,1
0,79.0,59.0,71,64,4,112,9,68,51,104,54,17,0
0,79.0,59.0,65,23,37,114,15,7,64,4,57,39,1
0,17.0,6.0,7,9,64,15,20,66,107,13,54,25,0
0,17.0,6.0,107,66,63,97,41,7,64,45,78,34,1
0,17.0,6.0,107,75,92,20,9,88,45,64,18,39,0
0,14.0,6.0,40,51,75,13,114,45,31,23,9,81,0
0,6.0,14.0,45,71,64,36,1,60,75,9,51,12,1
0,1.0,52.0,107,64,53,48,43,40,86,32,4,7,1
0,1.0,52.0,40,32,91,18,29,64,86,38,77,98,1
0,15.0,17.0,60,30,13,12,25,27,53,23,55,106,0
0,17.0,15.0,107,43,62,1,104,51,32,68,41,97,0
0,17.0,15.0,107,1,87,65,36,51,32,86,95,9,0
0,1.0,35.0,60,45,87,47,95,22,71,13,114,82,1
0,35.0,1.0,71,22,4,36,53,60,13,112,114,62,1
0,1.0,35.0,40,31,107,4,69,86,13,66,36,109,0
0,14.0,15.0,107,4,27,1,13,7,64,65,114,80,1
0,18.0,21.0,68,107,108,81,7,45,27,71,70,94,1
0,15.0,14.0,7,64,3,92,6,88,45,86,36,63,0
0,61.0,64.0,51,64,54,92,106,65,75,9,71,46,1
0,64.0,61.0,64,107,53,95,49,51,30,13,18,98,1
0,35.0,6.0,31,1,7,92,15,88,13,112,44,61,1
0,6.0,35.0,13,31,23,18,58,75,7,9,114,45,1
0,35.0,6.0,107,9,64,98,20,91,13,71,4,62,0
0,5.0,14.0,71,91,54,108,106,112,107,58,81,70,1
0,14.0,5.0,64,65,16,109,9,107,112,3,54,17,0
0,38.0,66.0,88,64,69,98,9,97,75,51,54,20,1
0,6.0,5.0,75,16,106,58,70,107,9,114,31,44,1
0,5.0,6.0,107,13,75,61,20,64,9,7,47,108,0
0,66.0,38.0,50,65,20,62,15,45,75,71,13,10,0
0,25.0,19.0,3,58,107,73,45,88,36,101,63,19,1
0,51.0,77.0,107,101,7,47,93,40,23,57,92,81,1
0,51.0,77.0,40,65,7,87,39,86,51,108,9,8,1
0,58.0,30.0,40,60,9,92,69,36,68,107,114,12,1
0,34.0,21.0,60,65,87,114,15,107,64,104,4,9,0
0,21.0,34.0,40,64,7,4,114,69,53,68,9,20,1
0,58.0,79.0,64,65,62,1,9,31,114,107,17,54,1
0,79.0,58.0,60,36,111,65,109,112,71,4,108,106,1
0,51.0,24.0,51,4,63,13,64,16,65,70,86,106,0
0,51.0,24.0,31,51,69,39,89,88,68,41,43,56,0
0,77.0,81.0,7,68,36,57,9,51,47,13,45,54,0
0,77.0,81.0,51,101,65,39,93,13,100,112,63,47,1
0,63.0,9.0,60,36,64,47,38,53,7,3,9,81,0
0,66.0,19.0,68,36,107,12,86,88,3,13,63,4,0
0,9.0,63.0,107,65,37,63,43,112,69,54,71,12,1
0,66.0,19.0,60,45,87,98,56,36,71,91,19,53,0
0,77.0,24.0,31,69,51,49,80,7,13,9,86,45,0
0,24.0,77.0,51,101,41,27,11,64,100,4,108,39,1
0,70.0,51.0,60,13,68,81,55,51,9,3,11,7,0
0,70.0,51.0,60,92,29,70,49,86,7,16,4,74,0
0,21.0,9.0,69,53,86,70,9,68,40,71,104,4,1
0,24.0,81.0,88,30,39,1,108,62,64,100,8,21,0
0,81.0,24.0,64,65,32,39,81,51,30,13,54,29,1
0,12.0,7.0,31,1,16,55,40,107,4,87,57,43,1
0,9.0,19.0,40,64,107,12,38,53,88,86,4,106,1
0,1.0,14.0,107,64,50,43,56,60,86,97,106,8,1
0,9.0,19.0,40,68,7,41,43,69,86,63,104,76,1
0,16.0,54.0,88,9,112,106,65,66,86,38,61,67,1
0,18.0,55.0,60,9,64,13,114,3,53,62,43,4,1
0,79.0,47.0,7,9,53,1,32,40,51,36,30,44,0
0,79.0,47.0,31,69,100,47,70,7,114,62,39,61,1
0,58.0,51.0,92,23,29,43,63,107,9,112,76,33,1
0,51.0,58.0,92,107,4,53,25,16,13,50,109,69,0
0,1.0,12.0,71,53,91,52,20,40,86,7,63,36,1
0,1.0,12.0,60,91,104,59,108,40,27,106,16,70,0
0,12.0,1.0,107,106,30,81,58,86,71,69,43,114,0
0,18.0,16.0,40,91,68,19,65,58,3,69,39,54,1
0,16.0,18.0,40,61,107,112,44,58,3,104,63,73,1
0,38.0,21.0,31,78,69,47,114,88,45,75,15,61,0
0,21.0,38.0,16,112,62,39,70,69,78,87,4,9,1
0,18.0,16.0,40,61,86,109,112,58,84,78,95,36,1
0,14.0,7.0,31,106,51,36,38,64,71,3,80,9,1
0,34.0,9.0,60,30,106,108,114,71,69,53,4,95,1
0,9.0,34.0,60,65,3,61,20,69,112,36,111,95,1
0,34.0,9.0,40,71,51,4,95,53,64,7,39,109,1
0,55.0,54.0,7,65,64,81,39,51,53,20,54,25,1
0,55.0,54.0,3,9,71,108,113,40,51,43,50,81,0
0,55.0,54.0,51,13,87,20,73,7,9,112,65,114,1
0,14.0,12.0,60,114,3,45,39,107,4,31,96,49,1
0,14.0,12.0,40,107,112,92,106,13,86,85,39,114,0
0,34.0,38.0,31,65,69,81,70,3,58,78,8,74,0
0,38.0,34.0,40,71,107,55,106,62,20,36,30,57,1
0,14.0,12.0,64,80,7,38,9,3,13,16,54,46,0
0,16.0,55.0,53,86,71,39,4,40,7,31,114,69,1
0,16.0,55.0,53,86,88,54,13,40,7,90,18,61,1
0,12.0,18.0,40,85,71,65,109,3,53,62,52,12,0
0,18.0,12.0,84,18,91,49,78,3,53,39,16,98,0
0,18.0,12.0,53,3,7,114,9,71,87,36,4,61,1
0,1.0,16.0,60,53,75,36,74,40,106,31,69,12,0
0,21.0,38.0,7,20,30,43,102,69,40,87,9,45,0
0,38.0,21.0,31,69,41,40,73,64,51,9,3,81,0
0,16.0,1.0,60,97,112,44,99,66,53,107,72,49,0
0,86.0,34.0,60,53,87,18,106,7,3,65,81,114,0
0,38.0,21.0,69,20,52,43,4,31,41,16,53,39,0
0,1.0,16.0,60,45,26,8,36,91,18,71,65,4,1
0,86.0,34.0,7,65,30,46,18,58,88,68,41,45,0
0,18.0,1.0,71,45,9,98,25,58,84,78,20,35,1
0,18.0,1.0,3,66,16,47,20,86,71,97,106,12,1
0,34.0,9.0,69,40,87,1,112,7,3,55,9,18,0
0,34.0,9.0,3,53,100,45,63,40,68,16,109,78,0
