"match_id","avg","count","winrate","wr_lower_bound","sum","min","max","stddev"
3539735476,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3539833160,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3539847416,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3539980173,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3540226851,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3540395141,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3540529925,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3540681433,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3540802315,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541263903,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541321154,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541427293,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541524780,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541607627,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541757900,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541837683,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541936427,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3541962187,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542046046,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542160201,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542225356,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542359881,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542603444,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542800810,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3542962816,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3543084625,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544380687,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544437630,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544548127,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544571330,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544710395,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3544999229,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3545125310,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3545253155,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3545330410,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3545411013,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3546320523,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3546409724,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3546567824,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3546673102,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3546786581,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3547144432,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3547233268,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3547324514,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3547388149,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548033849,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548058043,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548108161,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548142301,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548220535,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548237028,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548330325,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548362140,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548515278,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548643001,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548651353,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548758762,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548767455,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548871649,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548897559,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3548993847,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549016458,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549071620,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549079813,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549145408,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549168535,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549205058,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549219773,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549257953,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549783819,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549795285,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549800030,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549806397,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549867560,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549877088,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549881791,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549890026,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549895657,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3549985611,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550012598,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550198389,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550303599,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550304896,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550411077,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550508063,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550508219,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550578120,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550606727,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550615075,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550691021,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550698403,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550720735,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550781676,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550784770,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550862852,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3550918091,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551325652,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551396595,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551461157,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551527800,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551555634,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551575187,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551598741,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551641056,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551643758,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551813576,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3551919843,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552018378,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552147222,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552253587,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552259562,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552339511,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552431131,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552460526,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552521258,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552551775,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552553865,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552589901,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552629085,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552645241,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552645913,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552651539,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552680898,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552694103,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552710634,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552750318,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552856025,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552910140,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3552973365,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553107200,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553139349,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553191748,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553210799,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553288298,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553362864,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553380075,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553407600,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553474678,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553477514,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
3553494333,"10.00",1,0.5,0.236589593615487,10,1,1,"0.00"
