,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win
434,3048721373,1489239045,543897.0,28,1105664.0,6,True
435,3048760494,1489240003,2006913.0,42,3763625.0,45,True
436,3048765406,1489240122,3722485.0,33,2552670.0,34,True
437,3048768269,1489240192,2108395.0,25,3326875.0,18,True
438,3048790725,1489240735,3963460.0,12,3729377.0,28,False
439,3048837583,1489241991,3332295.0,36,1883502.0,51,False
440,3048913600,1489243878,3152713.0,37,2537636.0,39,True
441,3048923166,1489244116,2533075.0,5,1838315.0,38,False
442,3048957510,1489244991,3659536.0,21,3931120.0,18,True
443,3048981634,1489245600,3848449.0,20,2621843.0,40,False
444,3049026196,1489246741,36.0,35,2006913.0,19,True
445,3049073093,1489247980,3722485.0,25,1838315.0,40,False
446,3049073094,1489247980,3477208.0,29,3580606.0,27,False
447,3049081585,1489248211,1633432.0,25,720700.0,10,True
448,3049117071,1489249173,1964407.0,23,2790766.0,6,True
449,3049129583,1489249525,2246141.0,26,111474.0,30,False
450,3049187600,1489251210,46.0,13,2621843.0,37,False
451,3049192050,1489251340,2672298.0,12,1633432.0,20,False
452,3049225187,1489252316,3848449.0,11,2790766.0,20,False
453,3049268920,1489253625,3963460.0,10,2537636.0,35,False
454,3049293379,1489254453,2246141.0,18,2552670.0,43,False
455,3049299160,1489254633,3414796.0,24,2622695.0,4,True
456,3049310127,1489254980,3705786.0,1,3580606.0,10,False
457,3049320069,1489255275,3214108.0,25,3.0,12,True
458,3049322670,1489255333,2059672.0,14,2701329.0,29,False
459,3049326595,1489255429,3332295.0,31,3763625.0,16,True
460,3049332545,1489255602,1883502.0,35,1964407.0,32,True
461,3049367872,1489256755,2533075.0,25,3729377.0,36,False
462,3049389443,1489257524,3477208.0,28,2967569.0,20,True
463,3049397146,1489257796,3152713.0,25,111474.0,17,True
464,3049405700,1489258093,2006913.0,19,2621843.0,50,False
465,3049446853,1489259543,2790766.0,2,46.0,21,False
466,3049450575,1489259678,3722973.0,22,2701329.0,7,True
467,3049455228,1489259848,1905619.0,10,3931002.0,29,False
468,3049511735,1489262000,2967569.0,45,3705786.0,38,True
469,3049515846,1489262158,3722485.0,27,3729377.0,38,True
