,radiant_Disabler,radiant_Nuker,radiant_Carry,radiant_Initiator,radiant_Escape,radiant_Durable,radiant_Support,radiant_Pusher,radiant_Jungler,dire_Disabler,dire_Nuker,dire_Carry,dire_Initiator,dire_Escape,dire_Durable,dire_Support,dire_Pusher,dire_Jungler,match_id
3321,5.0,3.0,2.0,4.0,2.0,3.0,1.0,0.0,0.0,4.0,5.0,4.0,2.0,1.0,3.0,1.0,2.0,0.0,3686682034
3322,4.0,5.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,3686742741
3323,5.0,3.0,3.0,3.0,0.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3686799589
3324,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,3686848827
3325,3.0,4.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3686906814
3326,4.0,5.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3686909192
3327,3.0,5.0,3.0,2.0,0.0,3.0,1.0,1.0,0.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,3686916657
3328,4.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,3686974255
3329,2.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,3686978852
3330,4.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,0.0,3.0,1.0,3.0,1.0,3687074915
3331,4.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,0.0,3687092089
3332,3.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,3687151809
3333,4.0,4.0,4.0,2.0,0.0,4.0,1.0,1.0,0.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,3687154463
3334,4.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,3687262459
3335,4.0,4.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,5.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,3687347650
3336,5.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,3687594391
3337,4.0,5.0,3.0,3.0,0.0,4.0,2.0,3.0,0.0,3.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,3688740865
3338,5.0,5.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3688822000
3339,5.0,5.0,4.0,3.0,0.0,3.0,1.0,2.0,0.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,3688897611
3340,4.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,4.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,3689045549
3341,5.0,4.0,3.0,3.0,0.0,3.0,2.0,1.0,0.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,3689133031
3342,5.0,4.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3689347829
3343,3.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,3689489578
3344,5.0,4.0,2.0,3.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3690751201
3345,3.0,4.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,3690859058
3346,4.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,3690954503
3347,4.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3691083265
3348,5.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,3691216356
3349,4.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,4.0,5.0,3.0,3.0,0.0,3.0,1.0,3.0,0.0,3691341015
3350,4.0,5.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,5.0,4.0,2.0,3.0,0.0,2.0,1.0,1.0,0.0,3691576813
3351,5.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,1.0,4.0,1.0,3694417111
3352,3.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,3694480947
3353,5.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,3694556228
3354,4.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,3694561853
3355,3.0,5.0,2.0,3.0,2.0,4.0,0.0,2.0,0.0,5.0,4.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,3694593671
3356,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,3694623523
3357,4.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,0.0,3.0,5.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,3694672680
3358,3.0,4.0,4.0,2.0,1.0,3.0,2.0,1.0,0.0,5.0,4.0,2.0,4.0,2.0,4.0,1.0,0.0,1.0,3694695589
3359,4.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,0.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3694760597
3360,4.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,3694775908
3361,5.0,3.0,3.0,2.0,0.0,5.0,2.0,3.0,1.0,4.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,3694837394
3362,4.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,3694856512
3363,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,3694904506
3364,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3694940772
3365,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,3695005031
3366,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,3695009268
3367,4.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,3695087532
3368,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,3695119172
3369,4.0,5.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,3695226002
3370,4.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,3.0,0.0,3695231259
3371,2.0,4.0,2.0,1.0,2.0,4.0,3.0,2.0,0.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,3696065961
3372,5.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,3696075547
3373,5.0,4.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,3696093941
3374,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,3696094481
3375,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,3696107224
3376,4.0,3.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3696128956
3377,4.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,3696140633
3378,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3696144436
3379,5.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,3696227516
3380,5.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,3696233055
3381,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,3696286347
3382,4.0,4.0,2.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3696306464
3383,3.0,4.0,2.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,3696337562
3384,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,3696361086
3385,3.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,4.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3696416896
3386,3.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,4.0,3.0,3.0,2.0,2.0,5.0,1.0,1.0,1.0,3696424993
3387,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3696501908
3388,4.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,3696537358
3389,4.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,3696594852
3390,4.0,5.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,3696618477
3391,4.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,0.0,2.0,3696703002
3392,4.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,5.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,3696802285
3393,5.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,1.0,0.0,3697747088
3394,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,3697760916
3395,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3697785896
3396,4.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,5.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3697785916
3397,2.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,3697932209
3398,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,3697932551
3399,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,5.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,3698002964
3400,2.0,5.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,1.0,3698009748
3401,4.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3698067186
3402,3.0,5.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,5.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3698091718
3403,4.0,4.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,3698141876
3404,3.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,4.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,3698163097
3405,4.0,5.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,3698238849
3406,5.0,4.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3698247222
3407,5.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3698322743
3408,3.0,5.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,0.0,0.0,3698342712
3409,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,3698403352
3410,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3698427295
3411,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,3698556611
3412,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,3699449676
3413,3.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3699501022
3414,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3699567414
3415,3.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,2.0,3.0,0.0,1.0,0.0,1.0,3699629974
3416,3.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,0.0,4.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,3699683464
3417,4.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,3699841826
3418,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3699928943
3419,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,3700059851
3420,3.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3700150918
3421,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3701598810
3422,3.0,4.0,2.0,4.0,2.0,2.0,1.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,3701600106
3423,4.0,5.0,2.0,3.0,4.0,2.0,2.0,2.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,3701601752
3424,4.0,5.0,4.0,3.0,0.0,3.0,1.0,1.0,0.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,3701604989
3425,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,3701605185
3426,4.0,5.0,4.0,3.0,0.0,3.0,1.0,1.0,0.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,3701606868
3427,4.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3701607145
3428,5.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,3701608281
3429,2.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,4.0,4.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,3701609125
3430,3.0,5.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,4.0,5.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,3701609928
3431,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,0.0,0.0,3701611390
3432,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,4.0,1.0,5.0,0.0,3.0,3.0,1.0,1.0,3701611442
3433,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,3.0,5.0,4.0,3.0,0.0,2.0,1.0,2.0,0.0,3701611664
3434,4.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,3701612591
3435,5.0,4.0,3.0,4.0,2.0,2.0,0.0,0.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3701619280
3436,5.0,5.0,2.0,4.0,0.0,3.0,1.0,2.0,0.0,3.0,4.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,3701620660
3437,2.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,3.0,0.0,2.0,0.0,3701623077
3438,5.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3701625333
3439,5.0,5.0,2.0,5.0,1.0,2.0,1.0,1.0,0.0,5.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3701627402
3440,5.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,3701642552
3441,4.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,3701656856
3442,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,3701660850
3443,4.0,4.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,1.0,0.0,3701676339
3444,5.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,2.0,3.0,1.0,5.0,2.0,1.0,0.0,3701777456
3445,4.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,3701777937
3446,5.0,5.0,2.0,5.0,1.0,2.0,2.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,3701778041
3447,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,5.0,5.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,3701778249
3448,3.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,3701778427
3449,3.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,3701778586
3450,4.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3701778950
3451,5.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,1.0,0.0,3701779001
3452,5.0,4.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3701779209
3453,4.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,0.0,2.0,1.0,3.0,0.0,3701779425
3454,4.0,3.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,4.0,5.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3701780333
3455,3.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,4.0,5.0,2.0,4.0,1.0,2.0,1.0,0.0,1.0,3701782257
3456,4.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,3701782288
3457,4.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,3701782291
3458,2.0,4.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,3701783974
3459,5.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,0.0,4.0,3.0,3.0,1.0,3701785195
3460,4.0,5.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,3701785889
3461,5.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,0.0,3.0,2.0,2.0,0.0,3701788039
3462,4.0,5.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,0.0,3701788611
3463,4.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,3701791769
3464,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3701800177
3465,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,3701803926
3466,3.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,3701809095
3467,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,1.0,3701815840
3468,3.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,4.0,3.0,3.0,0.0,3.0,1.0,1.0,1.0,3701819317
3469,4.0,3.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,0.0,3701828795
3470,5.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,0.0,3701923243
3471,4.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3701963855
3472,2.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,5.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,3701964034
3473,4.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,1.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,3701964488
3474,2.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,4.0,5.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,3701964649
3475,4.0,5.0,1.0,3.0,1.0,1.0,3.0,3.0,0.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,0.0,3701965086
3476,4.0,5.0,3.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,3701967356
3477,5.0,5.0,2.0,4.0,0.0,2.0,1.0,2.0,0.0,4.0,4.0,3.0,3.0,0.0,1.0,3.0,2.0,0.0,3701968510
3478,4.0,4.0,3.0,4.0,2.0,3.0,1.0,0.0,0.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3701968605
3479,3.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,5.0,5.0,2.0,3.0,3.0,2.0,1.0,0.0,0.0,3701968674
3480,5.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,0.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,3701970887
3481,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3701973442
3482,3.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,3701979073
3483,4.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,0.0,4.0,2.0,1.0,0.0,3701983489
3484,5.0,4.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,3701988580
3485,5.0,4.0,2.0,3.0,2.0,4.0,2.0,0.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,3701990702
3486,2.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,3702089496
3487,4.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,3702154891
3488,4.0,4.0,3.0,3.0,0.0,4.0,1.0,1.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,3702155843
3489,5.0,4.0,2.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,3702158759
3490,4.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,3702158907
3491,4.0,5.0,3.0,3.0,0.0,2.0,1.0,2.0,0.0,4.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,3702160038
3492,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,4.0,0.0,3702167650
3493,5.0,5.0,3.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3702168219
