,radiant_id,radiant_name,dire_id,dire_name,kills,radiant1,radiant2,radiant3,radiant4,radiant5,dire1,dire2,dire3,dire4,dire5,radiant_win
6407,,TeamMalaysia,,Alliance,0,11,86,38,96,80,39,66,79,52,99,1
6408,,Alliance,,TeamMalaysia,0,39,66,27,55,28,11,86,25,49,110,1
6409,,TeamMalaysia,,Alliance,0,85,52,5,63,87,39,6,68,12,38,1
6410,,DK,51.0,Team Braveheart,0,55,11,26,19,100,72,86,91,30,93,0
6411,,DK,51.0,Team Braveheart,0,71,62,26,110,92,72,74,27,15,63,1
6412,23.0,Invictus Gaming,12.0,Newbee,0,91,19,50,28,63,92,55,83,15,65,0
6413,51.0,Team Braveheart,,DK,0,11,7,55,19,78,72,86,91,112,93,0
6414,12.0,Newbee,23.0,Invictus Gaming,0,39,49,85,15,16,72,86,25,87,99,1
6415,,Burden United,,-Ninjas-in-Pyjamas-,0,66,30,47,2,9,72,91,3,61,49,1
6416,,TeamMalaysia,12.0,Newbee,0,86,52,110,78,66,11,7,87,6,21,1
6417,,Burden United,,-Ninjas-in-Pyjamas-,0,13,84,55,1,71,91,99,101,68,41,0
6418,12.0,Newbee,,TeamMalaysia,0,86,51,6,61,16,11,52,5,53,21,0
6419,18.0,Virtus.pro,8.0,Vega Squadron,0,91,72,87,25,48,85,47,30,49,78,0
6420,5.0,LGD-GAMING,11.0,Vici Gaming,0,86,72,99,20,67,11,51,68,38,30,0
6421,18.0,Virtus.pro,8.0,Vega Squadron,0,85,52,99,17,54,91,38,3,51,101,1
6422,17.0,Natus Vincere,8.0,Vega Squadron,0,49,51,26,58,61,72,39,86,90,12,1
6423,11.0,Vici Gaming,5.0,LGD-GAMING,0,38,87,101,88,15,91,11,20,39,54,0
6424,21.0,Team Empire,,-Ninjas-in-Pyjamas-,0,85,91,13,51,3,72,87,52,2,59,0
6425,8.0,Vega Squadron,17.0,Natus Vincere,0,79,52,17,13,101,72,38,85,60,51,0
6426,5.0,LGD-GAMING,11.0,Vici Gaming,0,17,72,55,66,7,11,26,39,87,5,0
6427,21.0,Team Empire,,-Ninjas-in-Pyjamas-,0,87,13,84,9,75,99,68,86,2,8,0
6428,,Basically Unknown,,Burden United,0,97,7,86,9,52,66,49,84,99,90,0
6429,,Basically Unknown,,Burden United,0,97,101,30,51,5,72,91,19,16,70,0
6430,18.0,Virtus.pro,17.0,Natus Vincere,0,79,52,51,112,110,39,6,30,60,11,0
6431,18.0,Virtus.pro,17.0,Natus Vincere,0,39,85,5,74,16,91,19,50,63,64,1
6432,,TeamMalaysia,5.0,LGD-GAMING,0,85,72,5,90,89,11,86,51,38,47,0
6433,5.0,LGD-GAMING,,TeamMalaysia,0,86,72,55,26,93,11,5,7,17,83,1
6434,5.0,LGD-GAMING,11.0,Vici Gaming,0,20,99,25,50,74,72,79,55,8,97,1
6435,11.0,Vici Gaming,5.0,LGD-GAMING,0,72,51,30,88,8,11,86,100,39,5,0
6436,5.0,LGD-GAMING,11.0,Vici Gaming,0,51,72,52,9,12,55,79,78,16,99,1
6437,18.0,Virtus.pro,21.0,Team Empire,0,85,99,50,86,98,92,6,52,49,55,1
6438,,Burden United,18.0,Virtus.pro,0,91,72,51,21,110,92,6,86,44,58,0
6439,18.0,Virtus.pro,,Burden United,0,72,52,86,12,68,39,20,53,47,7,0
6440,21.0,Team Empire,,Burden United,0,99,38,90,9,64,66,11,79,16,56,1
6441,,Burden United,21.0,Team Empire,0,92,6,29,86,4,39,61,50,52,3,0
6442,,Burden United,17.0,Natus Vincere,0,6,112,62,46,71,72,66,20,53,13,1
6443,,Burden United,17.0,Natus Vincere,0,39,72,84,13,68,91,19,16,87,99,0
6444,,,,Hyper Glory Team,0,72,85,71,98,104,11,7,25,30,47,0
6445,,,30.0,CDEC Gaming,0,86,49,101,71,2,85,47,30,99,61,0
6446,,,30.0,CDEC Gaming,0,6,92,30,25,77,11,86,51,17,53,0
6447,,Hyper Glory Team,,,0,25,86,47,87,50,72,85,78,98,104,1
6448,,TongFu.WanZhou,26.0,EHOME,0,11,86,106,8,45,39,7,27,87,71,0
6449,,O1d Boys,,Energy Pacemaker gaming,0,86,47,51,12,71,11,7,25,93,5,0
6450,,TongFu.WanZhou,26.0,EHOME,0,11,26,12,52,18,39,51,79,55,50,1
6451,,O1d Boys,,Energy Pacemaker gaming,0,7,21,99,2,55,11,86,25,91,17,0
6452,,the wings gaming,,,0,65,92,72,104,90,11,62,17,26,47,1
6453,,,,Hyper Glory Team,0,91,47,92,55,101,11,7,28,6,10,0
6454,,the wings gaming,,,0,11,7,55,10,31,39,86,29,28,50,1
6455,,Hyper Glory Team,,,0,52,7,99,18,49,92,51,91,71,110,0
6456,26.0,EHOME,,Energy Pacemaker gaming,0,86,52,21,68,83,72,51,49,99,77,1
6457,,TongFu.WanZhou,47.0,Newbee.Young,0,86,51,49,55,26,11,30,8,62,10,0
6458,47.0,Newbee.Young,,TongFu.WanZhou,0,72,86,68,88,96,85,11,30,17,61,0
6459,26.0,EHOME,,Energy Pacemaker gaming,0,72,85,87,78,63,11,25,86,50,46,1
6460,26.0,EHOME,,O1d Boys,0,11,51,68,97,89,72,50,38,15,5,1
6461,,Energy Pacemaker gaming,47.0,Newbee.Young,0,86,51,52,25,21,11,12,79,7,63,1
6462,,O1d Boys,26.0,EHOME,0,52,99,7,54,22,11,68,86,27,58,0
6463,47.0,Newbee.Young,,Energy Pacemaker gaming,0,7,11,26,49,112,39,51,86,55,17,0
6464,57.0,mousesports,,Team_eHug,0,30,88,87,26,12,39,51,62,47,1,1
6465,31.0,compLexity Gaming,,ROOT-gaming.com,0,66,72,86,80,90,11,50,18,49,55,1
6466,57.0,mousesports,,Team_eHug,0,26,51,21,7,15,11,86,25,99,5,1
6467,31.0,compLexity Gaming,,ROOT-gaming.com,0,66,49,50,61,25,11,56,30,12,71,1
6468,,Leviathan',,Team Archon,0,39,71,11,13,83,72,51,26,30,95,0
6469,,Not Today,,Wheel Whreck While Whistling,0,91,85,86,63,87,52,51,101,15,25,0
6470,,Team Archon,,Leviathan',0,39,72,30,18,34,91,51,86,16,71,1
6471,,Not Today,,Wheel Whreck While Whistling,0,51,26,93,4,101,72,86,16,62,49,1
6472,31.0,compLexity Gaming,57.0,mousesports,0,49,51,86,85,74,72,62,26,58,52,0
6473,,UNKNOWN #####,,Team_eHug,0,39,26,93,5,99,11,88,25,38,60,1
6474,,UNKNOWN #####,,Team_eHug,0,26,17,30,18,51,11,86,101,71,70,1
6475,57.0,mousesports,31.0,compLexity Gaming,0,85,52,88,20,110,39,50,6,79,67,0
6476,,Leviathan',,,0,11,25,86,46,53,72,7,87,18,38,0
6477,,Team Archon,,Wheel Whreck While Whistling,0,39,72,87,8,20,51,26,25,86,7,0
6478,,Leviathan',,,0,17,86,52,87,1,85,25,50,55,6,0
6479,,Team Archon,,Wheel Whreck While Whistling,0,39,72,20,68,77,51,25,86,50,55,1
6480,,,,Wheel Whreck While Whistling,0,92,6,13,12,22,52,16,90,86,25,1
6481,,Team Archon,,Not Today,0,72,11,50,26,93,51,47,20,30,38,1
6482,,the wings gaming,,,0,85,72,47,55,74,91,19,86,30,2,1
6483,,Hyper Glory Team,30.0,CDEC Gaming,0,11,30,53,55,83,72,47,87,6,27,0
6484,,Not Today,,Team Archon,0,91,99,47,68,12,52,51,50,30,6,0
6485,,Wheel Whreck While Whistling,,,0,8,26,49,66,55,72,79,52,50,97,1
6486,30.0,CDEC Gaming,,Hyper Glory Team,0,72,71,86,51,54,85,47,30,92,21,1
6487,,the wings gaming,,,0,52,7,85,31,29,39,86,10,13,2,1
6488,47.0,Newbee.Young,,O1d Boys,0,39,51,5,87,10,7,11,55,30,8,1
6489,,TongFu.WanZhou,,Energy Pacemaker gaming,0,21,6,20,34,87,51,68,38,102,65,0
6490,,O1d Boys,47.0,Newbee.Young,0,86,55,8,22,17,7,52,87,40,21,1
6491,,Energy Pacemaker gaming,,TongFu.WanZhou,0,72,86,91,17,22,7,21,99,2,25,0
6492,,O1d Boys,,TongFu.WanZhou,0,72,51,86,74,63,85,71,9,68,21,1
6493,26.0,EHOME,47.0,Newbee.Young,0,91,19,2,46,93,85,112,26,22,56,0
6494,,TongFu.WanZhou,,O1d Boys,0,52,87,72,59,46,51,79,88,33,74,0
6495,26.0,EHOME,47.0,Newbee.Young,0,7,72,71,52,3,91,99,49,25,33,1
6496,,the wings gaming,30.0,CDEC Gaming,0,11,7,72,10,65,39,86,68,62,26,0
6497,,,,,0,51,11,25,71,21,26,99,62,3,98,0
6498,,the wings gaming,30.0,CDEC Gaming,0,65,92,26,12,83,39,71,87,67,22,0
6499,,,,,0,92,6,47,91,87,39,55,99,86,10,1
6500,,the wings gaming,,Hyper Glory Team,0,55,86,25,11,53,92,6,10,93,46,1
6501,,,30.0,CDEC Gaming,0,71,25,20,66,60,39,29,49,15,52,0
6502,30.0,CDEC Gaming,,,0,20,99,53,110,13,6,47,30,55,16,1
6503,,Hyper Glory Team,,the wings gaming,0,72,71,47,25,106,91,39,7,86,101,1
6504,57.0,mousesports,,ROOT-gaming.com,0,51,26,68,47,88,52,66,101,11,74,1
6505,,UNKNOWN #####,31.0,compLexity Gaming,0,17,7,55,19,88,39,86,91,26,21,0
6506,,UNKNOWN #####,31.0,compLexity Gaming,0,85,62,25,12,15,52,55,86,54,34,0
6507,,ROOT-gaming.com,57.0,mousesports,0,72,50,25,1,13,51,26,62,7,86,1
6508,,Not Today,,,0,52,79,11,47,49,85,50,21,55,56,0
6509,,Leviathan',,Wheel Whreck While Whistling,0,52,86,71,30,89,39,51,20,66,49,1
6510,,Not Today,,,0,52,86,51,87,60,85,47,25,62,11,0
6511,,Leviathan',,Wheel Whreck While Whistling,0,52,7,25,22,17,91,19,86,99,14,1
6512,,Leviathan',,Not Today,0,25,90,39,34,21,38,7,104,86,18,0
6513,,,,Team Archon,0,72,51,87,93,3,39,7,68,16,13,0
6514,,Leviathan',,Not Today,0,97,105,101,7,17,14,53,39,11,70,0
6515,,,,Team Archon,0,52,72,87,6,13,39,30,26,7,33,0
6516,,Team_eHug,31.0,compLexity Gaming,0,92,13,26,85,37,39,72,50,16,10,0
6517,,UNKNOWN #####,,ROOT-gaming.com,0,11,51,68,55,9,52,50,101,7,18,0
6518,31.0,compLexity Gaming,,Team_eHug,0,66,49,55,9,32,22,62,60,86,12,1
6519,,ROOT-gaming.com,,UNKNOWN #####,0,25,50,6,46,78,11,85,26,13,49,0
6520,,UNKNOWN #####,57.0,mousesports,0,25,38,93,16,89,39,51,101,87,7,0
6521,,Team_eHug,,ROOT-gaming.com,0,66,11,100,14,62,39,16,19,58,1,0
6522,,Team_eHug,,ROOT-gaming.com,0,52,50,55,69,51,100,17,5,15,53,1
6523,,UNKNOWN #####,57.0,mousesports,0,78,100,84,61,7,14,85,5,58,73,0
6524,30.0,CDEC Gaming,26.0,EHOME,0,51,68,86,8,71,7,11,30,17,77,0
6525,26.0,EHOME,30.0,CDEC Gaming,0,86,7,52,26,30,39,72,55,8,53,1
6526,,the wings gaming,,Energy Pacemaker gaming,0,51,72,25,66,8,11,86,29,49,110,1
6527,,the wings gaming,,Energy Pacemaker gaming,0,91,19,39,64,102,85,47,99,65,7,0
6528,,the wings gaming,,Energy Pacemaker gaming,0,6,47,87,25,93,39,55,86,7,91,0
6529,,Team Archon,31.0,compLexity Gaming,0,52,30,47,37,63,50,85,16,79,38,0
6530,,Team Archon,31.0,compLexity Gaming,0,25,50,79,33,49,72,53,86,11,38,0
6531,,,57.0,mousesports,0,92,6,53,16,21,72,51,101,20,49,0
6532,57.0,mousesports,,,0,55,62,86,18,71,51,47,87,12,74,1
6533,30.0,CDEC Gaming,,Energy Pacemaker gaming,0,86,52,39,53,92,6,30,21,16,35,1
6534,,Energy Pacemaker gaming,30.0,CDEC Gaming,0,68,51,86,77,87,7,39,55,47,41,0
6535,30.0,CDEC Gaming,26.0,EHOME,0,72,51,27,99,78,39,86,52,11,83,0
6536,26.0,EHOME,30.0,CDEC Gaming,0,39,62,55,17,22,68,72,7,26,106,0
6537,26.0,EHOME,30.0,CDEC Gaming,0,72,86,51,30,2,39,68,15,101,74,1
6538,,Team Archon,57.0,mousesports,0,25,68,86,21,38,72,62,26,47,7,0
6539,,Team Archon,57.0,mousesports,0,99,30,55,17,47,91,79,88,26,11,1
6540,57.0,mousesports,,Team Archon,0,72,99,86,1,7,39,26,112,71,16,0
6541,,Team Archon,31.0,compLexity Gaming,0,72,25,87,8,49,39,50,53,88,30,0
6542,,Team Archon,31.0,compLexity Gaming,0,72,85,71,12,110,39,53,90,30,52,0
6543,,R a v e,,Invasion eSports,0,38,52,86,11,83,39,7,26,16,6,1
6544,,Trust,,MVP Phoenix,0,7,85,30,49,86,52,72,79,17,15,0
6545,,Trust,,MVP Phoenix,0,52,79,38,50,44,39,30,55,11,1,0
6546,,R a v e,,Invasion eSports,0,51,11,86,26,12,39,7,30,68,63,1
6547,,MVP HOT6,,G Guard Esports,0,52,85,79,68,15,72,25,86,30,46,1
6548,,5eva.,,,0,7,87,30,60,8,39,72,5,17,10,0
6549,5.0,LGD-GAMING,11.0,Vici Gaming,0,85,100,39,13,98,86,72,30,5,99,1
6550,23.0,Invictus Gaming,,,0,11,26,99,70,104,39,7,30,55,53,0
6551,,MVP HOT6,,G Guard Esports,0,52,6,25,99,34,85,5,7,79,55,0
6552,,,,5eva.,0,72,7,87,26,35,39,68,55,53,52,1
6553,,Can't Say Wips,,Invasion eSports,0,91,19,7,102,93,11,112,26,25,72,1
6554,5.0,LGD-GAMING,11.0,Vici Gaming,0,86,25,51,53,103,99,7,39,21,10,1
6555,,,23.0,Invictus Gaming,0,52,112,71,2,12,39,7,68,60,48,1
6556,,Trust,,R a v e,0,52,79,49,99,88,91,19,26,15,112,0
6557,,Can't Say Wips,,Invasion eSports,0,112,11,99,49,30,91,72,55,7,52,0
6558,,R a v e,,Trust,0,71,52,86,62,74,7,99,25,66,8,1
6559,,,,MVP HOT6,0,53,72,30,88,8,85,52,25,102,4,1
6560,,-Ninjas-in-Pyjamas-,,Burden United,0,87,13,68,106,51,91,52,84,41,88,0
6561,,STARK.gg,,Alliance,0,79,50,28,11,63,52,90,7,21,110,1
6562,6.0,Mineski.???,,G Guard Esports,0,39,52,99,6,80,85,25,30,79,71,0
6563,,MVP HOT6,,,0,22,4,45,110,12,39,7,71,25,51,1
6564,,Burden United,,-Ninjas-in-Pyjamas-,0,72,66,49,12,110,39,7,30,20,71,0
6565,,STARK.gg,,Alliance,0,90,72,79,28,17,53,86,60,4,46,0
6566,6.0,Mineski.???,,G Guard Esports,0,25,7,72,19,26,39,51,91,86,97,1
6567,,London Conspiracy Dota2,17.0,Natus Vincere,0,52,112,51,19,4,91,79,13,30,11,1
6568,10.0,HellRaisers,8.0,Vega Squadron,0,52,110,30,70,3,91,49,51,86,93,0
6569,,5eva.,,MVP HOT6,0,6,7,50,61,30,52,4,25,86,11,0
6570,,,6.0,Mineski.???,0,52,99,4,87,93,85,72,15,30,13,0
6571,,London Conspiracy Dota2,17.0,Natus Vincere,0,38,12,79,60,98,39,72,86,74,23,1
6572,,,6.0,Mineski.???,0,85,99,30,53,82,52,72,87,12,63,0
6573,,MVP HOT6,,5eva.,0,25,6,7,48,29,85,110,13,63,50,1
6574,10.0,HellRaisers,8.0,Vega Squadron,0,38,49,12,6,55,52,50,92,90,30,1
6575,,_PowerRangers,,STARK.gg,0,52,88,7,47,18,39,90,100,30,12,0
6576,,Alliance,,Burden United,0,52,62,51,112,65,72,11,84,8,26,1
6577,,_PowerRangers,,STARK.gg,0,72,79,51,47,12,52,90,86,17,102,0
6578,,Burden United,,Alliance,0,39,66,99,81,55,91,52,68,87,106,1
6579,,,,London Conspiracy Dota2,0,91,71,11,86,22,39,112,99,29,35,1
6580,10.0,HellRaisers,17.0,Natus Vincere,0,52,87,83,8,61,39,88,79,110,48,0
6581,,London Conspiracy Dota2,,,0,39,91,19,106,58,52,49,29,86,110,0
6582,17.0,Natus Vincere,10.0,HellRaisers,0,52,79,68,64,70,85,50,13,11,99,1
6583,,,10.0,HellRaisers,0,11,55,30,96,110,91,19,3,86,47,1
6584,8.0,Vega Squadron,17.0,Natus Vincere,0,66,49,87,45,4,85,50,13,55,106,0
6585,17.0,Natus Vincere,8.0,Vega Squadron,0,72,87,88,51,50,52,79,11,97,112,1
6586,10.0,HellRaisers,,,0,85,45,13,35,59,52,55,20,27,17,1
6587,,R a v e,,MVP Phoenix,0,71,52,30,17,25,39,85,87,20,8,1
6588,,Trust,,Can't Say Wips,0,6,92,88,66,83,52,34,7,74,22,0
6589,,R a v e,,MVP Phoenix,0,30,85,50,20,99,39,7,66,46,106,0
6590,,Can't Say Wips,,Trust,0,11,38,110,99,25,52,79,17,50,59,1
6591,,,,G Guard Esports,0,25,52,79,102,99,39,4,7,72,80,1
6592,,5eva.,6.0,Mineski.???,0,85,52,86,26,88,39,7,4,17,15,1
6593,,,,G Guard Esports,0,52,72,7,86,17,85,25,99,98,8,1
6594,5.0,LGD-GAMING,47.0,Newbee.Young,0,86,51,68,19,16,11,91,25,17,10,1
6595,,5eva.,6.0,Mineski.???,0,52,7,30,55,76,85,72,26,12,71,1
6596,,Dream - Gamin,,,0,55,86,99,51,50,6,92,21,91,106,0
6597,,5eva.,,G Guard Esports,0,52,7,25,47,66,72,86,22,53,15,0
6598,,MVP HOT6,6.0,Mineski.???,0,72,85,25,87,50,4,22,53,55,28,1
6599,47.0,Newbee.Young,5.0,LGD-GAMING,0,86,52,21,26,93,11,7,55,6,53,0
6600,51.0,Team Braveheart,,Terror blade !!,0,91,19,51,30,61,7,25,74,101,54,0
6601,,MVP HOT6,6.0,Mineski.???,0,25,6,7,17,112,52,87,51,61,59,1
6602,,5eva.,,G Guard Esports,0,25,7,38,4,21,39,26,22,11,70,0
6603,,Terror blade !!,51.0,Team Braveheart,0,86,25,11,79,52,39,7,12,99,96,0
6604,,Trust,,Invasion eSports,0,11,7,26,49,112,39,51,110,8,22,1
6605,,Can't Say Wips,,MVP Phoenix,0,52,30,7,26,47,39,11,102,55,46,0
6606,,-Ninjas-in-Pyjamas-,,Alliance,0,72,87,51,9,40,91,19,3,47,84,0
6607,,Invasion eSports,,Trust,0,7,25,55,33,94,39,51,86,72,20,0
6608,,Burden United,,_PowerRangers,0,91,72,3,61,77,39,68,86,9,29,0
6609,,Can't Say Wips,,MVP Phoenix,0,112,11,62,3,50,52,39,71,72,51,0
6610,51.0,Team Braveheart,47.0,Newbee.Young,0,86,52,51,20,11,71,25,93,48,78,1
6611,,Terror blade !!,5.0,LGD-GAMING,0,71,17,86,49,55,91,19,25,72,100,0
6612,,Alliance,,-Ninjas-in-Pyjamas-,0,52,26,51,2,57,39,72,87,8,60,0
6613,,_PowerRangers,,Burden United,0,38,52,7,87,53,39,72,84,11,3,0
6614,,Can't Say Wips,,R a v e,0,112,11,26,8,66,52,7,20,72,102,0
6615,,Invasion eSports,,MVP Phoenix,0,66,47,38,44,37,52,30,7,34,26,0
6616,5.0,LGD-GAMING,,Terror blade !!,0,100,52,86,93,78,39,25,79,77,22,1
6617,47.0,Newbee.Young,51.0,Team Braveheart,0,71,7,12,61,67,39,86,83,110,34,0
6618,,R a v e,,Can't Say Wips,0,97,19,9,86,15,91,44,7,96,58,1
6619,10.0,HellRaisers,,London Conspiracy Dota2,0,6,50,20,79,77,52,71,39,51,66,1
6620,,,8.0,Vega Squadron,0,49,72,29,51,48,91,39,86,26,92,0
6621,,Invasion eSports,,MVP Phoenix,0,30,6,71,12,58,52,79,50,74,45,0
6622,,London Conspiracy Dota2,10.0,HellRaisers,0,11,52,30,8,46,66,51,87,38,84,1
6623,,,8.0,Vega Squadron,0,39,55,87,51,81,52,49,90,86,54,0
6624,,,17.0,Natus Vincere,0,11,55,30,54,112,39,79,7,86,15,0
6625,,,17.0,Natus Vincere,0,49,55,7,2,98,39,79,92,18,14,0
6626,,_PowerRangers,,-Ninjas-in-Pyjamas-,0,52,87,30,86,22,91,99,88,51,15,0
6627,,Burden United,,STARK.gg,0,66,99,30,62,2,52,79,11,17,12,0
6628,,STARK.gg,,Burden United,0,90,12,86,38,30,72,7,47,63,97,1
6629,,_PowerRangers,,-Ninjas-in-Pyjamas-,0,52,87,51,8,16,91,11,86,84,46,0
6630,,Alliance,,_PowerRangers,0,87,52,71,86,21,91,19,110,63,73,0
6631,,STARK.gg,,-Ninjas-in-Pyjamas-,0,85,87,47,4,38,52,79,26,2,8,1
6632,,Alliance,,_PowerRangers,0,101,4,22,5,59,39,51,112,2,61,0
6633,,STARK.gg,,-Ninjas-in-Pyjamas-,0,85,30,13,88,57,52,4,26,45,40,0
6634,,MVP Phoenix,,R a v e,0,39,7,99,46,18,30,91,55,87,66,1
6635,,MVP HOT6,,MVP Phoenix,0,6,25,7,50,93,52,71,30,51,74,0
6636,,MVP HOT6,,MVP Phoenix,0,6,30,25,79,44,52,61,50,51,74,1
6637,,MVP HOT6,,MVP Phoenix,0,6,30,25,46,106,7,50,71,39,63,1
6638,,,,R a v e,0,72,85,7,20,63,52,99,30,98,56,1
6639,,R a v e,,,0,7,52,26,99,30,39,4,87,11,55,1
6640,,London Conspiracy Dota2,8.0,Vega Squadron,0,52,39,55,88,45,11,66,50,7,70,0
6641,,R a v e,,,0,11,7,30,53,16,39,8,87,61,106,1
6642,5.0,LGD-GAMING,51.0,Team Braveheart,0,52,86,7,25,13,11,6,30,110,39,1
6643,,Terror blade !!,47.0,Newbee.Young,0,71,86,72,87,1,39,51,26,17,100,0
6644,,London Conspiracy Dota2,8.0,Vega Squadron,0,55,86,49,50,6,11,38,87,85,47,0
6645,23.0,Invictus Gaming,,,0,100,11,52,21,51,6,92,50,60,79,1
6646,51.0,Team Braveheart,5.0,LGD-GAMING,0,52,86,55,50,79,39,7,72,8,49,0
6647,47.0,Newbee.Young,,Terror blade !!,0,86,72,110,13,77,7,68,55,49,75,1
6648,,STARK.gg,17.0,Natus Vincere,0,90,12,79,58,14,72,60,61,2,11,1
6649,17.0,Natus Vincere,,STARK.gg,0,52,79,60,77,51,39,86,68,38,72,1
6650,17.0,Natus Vincere,,STARK.gg,0,52,87,112,26,71,91,72,11,63,16,1
6651,,-Ninjas-in-Pyjamas-,8.0,Vega Squadron,0,52,72,55,13,99,39,91,86,7,26,1
6652,8.0,Vega Squadron,,-Ninjas-in-Pyjamas-,0,72,87,51,88,30,52,11,86,84,25,1
6653,,-Ninjas-in-Pyjamas-,8.0,Vega Squadron,0,72,87,51,50,16,52,79,12,11,7,0
6654,,R a v e,,MVP Phoenix,0,11,7,83,38,112,52,39,79,72,20,0
6655,,R a v e,,MVP Phoenix,0,30,39,7,86,56,91,19,55,99,17,0
6656,,MVP HOT6,,MVP Phoenix,0,39,6,55,62,12,85,25,87,92,26,1
6657,,MVP HOT6,,MVP Phoenix,0,30,39,50,28,34,85,45,87,63,57,1
6658,,MVP Phoenix,,MVP HOT6,0,30,39,55,61,74,52,25,79,18,7,1
6659,,MVP Phoenix,,MVP HOT6,0,39,7,87,63,57,52,79,45,37,99,0
6660,,STARK.gg,8.0,Vega Squadron,0,72,87,51,26,63,52,79,47,17,66,0
6661,8.0,Vega Squadron,,STARK.gg,0,11,79,4,28,33,52,38,21,51,25,1
6662,17.0,Natus Vincere,8.0,Vega Squadron,0,39,72,30,4,18,91,50,13,38,33,0
6663,17.0,Natus Vincere,8.0,Vega Squadron,0,72,52,71,70,62,39,87,51,66,7,1
6664,8.0,Vega Squadron,17.0,Natus Vincere,0,72,87,50,7,8,39,38,68,88,11,0
6665,17.0,Natus Vincere,8.0,Vega Squadron,0,72,7,66,12,30,39,38,68,20,49,1
6666,12.0,Newbee,11.0,Vici Gaming,0,72,7,86,20,100,52,11,71,49,66,0
6667,26.0,EHOME,21.0,Team Empire,0,91,19,39,30,46,72,26,29,86,7,1
6668,26.0,EHOME,11.0,Vici Gaming,0,6,21,3,12,100,99,91,25,72,7,0
6669,,,21.0,Team Empire,0,51,62,3,16,79,72,87,47,12,52,1
6670,12.0,Newbee,21.0,Team Empire,0,11,68,39,3,46,85,52,100,26,7,0
6671,,,26.0,EHOME,0,52,7,27,89,64,91,3,45,68,106,1
6672,11.0,Vici Gaming,21.0,Team Empire,0,99,39,71,49,79,91,72,29,30,54,1
6673,12.0,Newbee,,,0,72,52,86,13,56,66,51,90,39,47,1
6674,26.0,EHOME,12.0,Newbee,0,91,3,72,26,16,11,52,55,17,45,1
6675,,,11.0,Vici Gaming,0,53,60,74,87,73,85,100,52,39,33,0
6676,5.0,LGD-GAMING,30.0,CDEC Gaming,0,72,62,68,17,78,52,99,79,51,38,1
6677,1.0,Team Secret,23.0,Invictus Gaming,0,100,85,99,90,106,52,30,15,87,11,1
6678,23.0,Invictus Gaming,5.0,LGD-GAMING,0,6,47,52,90,101,11,12,51,20,102,0
6679,17.0,Natus Vincere,1.0,Team Secret,0,85,50,13,86,49,100,66,11,63,64,0
6680,17.0,Natus Vincere,30.0,CDEC Gaming,0,72,26,47,92,71,39,7,6,51,112,0
6681,1.0,Team Secret,5.0,LGD-GAMING,0,99,52,51,97,71,91,19,25,30,33,1
6682,23.0,Invictus Gaming,17.0,Natus Vincere,0,100,11,39,12,55,85,50,13,86,66,1
6683,1.0,Team Secret,30.0,CDEC Gaming,0,39,100,12,106,46,85,71,25,50,105,1
6684,17.0,Natus Vincere,5.0,LGD-GAMING,0,14,19,96,7,106,91,99,52,26,16,0
6685,23.0,Invictus Gaming,30.0,CDEC Gaming,0,7,11,86,55,47,52,62,112,25,45,1
6686,1.0,Team Secret,26.0,EHOME,0,52,100,89,87,77,85,17,50,15,33,1
6687,11.0,Vici Gaming,30.0,CDEC Gaming,0,72,39,68,106,8,85,71,101,86,41,1
6688,26.0,EHOME,1.0,Team Secret,0,51,68,39,17,46,85,66,86,5,6,0
6689,11.0,Vici Gaming,30.0,CDEC Gaming,0,52,7,55,110,72,39,51,30,87,8,1
6690,5.0,LGD-GAMING,21.0,Team Empire,0,11,86,25,7,16,52,99,50,100,8,1
6691,21.0,Team Empire,5.0,LGD-GAMING,0,100,72,50,10,90,52,86,51,49,45,1
6692,21.0,Team Empire,5.0,LGD-GAMING,0,100,85,47,97,22,91,19,55,30,56,1
6693,,,23.0,Invictus Gaming,0,7,11,90,26,39,100,12,60,106,51,1
6694,7.0,Fnatic,18.0,Virtus.pro,0,6,52,5,96,25,92,12,112,11,74,0
6695,57.0,mousesports,,-Ninjas-in-Pyjamas-,0,72,13,87,89,79,52,51,101,84,104,0
6696,,Alliance,,,0,72,16,55,12,38,52,79,90,37,106,1
6697,,London Conspiracy Dota2,14.0,Evil Geniuses,0,72,38,39,99,26,52,7,50,100,20,0
6698,7.0,Fnatic,57.0,mousesports,0,100,52,86,38,74,72,62,26,45,49,1
6699,18.0,Virtus.pro,,-Ninjas-in-Pyjamas-,0,52,7,91,51,87,39,6,86,19,3,0
6700,,London Conspiracy Dota2,,,0,52,112,39,26,51,91,19,88,71,87,1
6701,,Alliance,14.0,Evil Geniuses,0,39,99,26,72,2,91,50,21,66,63,1
6702,21.0,Team Empire,11.0,Vici Gaming,0,87,68,11,61,8,99,91,26,28,29,0
6703,11.0,Vici Gaming,21.0,Team Empire,0,87,8,7,72,51,100,50,39,88,52,0
6704,21.0,Team Empire,11.0,Vici Gaming,0,91,50,2,30,33,99,52,11,39,19,1
6705,1.0,Team Secret,,,0,51,11,39,74,13,100,12,50,89,5,1
6706,,,1.0,Team Secret,0,11,39,62,22,3,100,12,71,55,90,0
6707,,Energy Pacemaker gaming,,,0,52,16,15,8,40,85,71,30,2,91,0
6708,7.0,Fnatic,18.0,Virtus.pro,0,86,72,25,62,12,52,112,30,55,43,1
