,id matches,patch,region,league_name,league_id,radiant_name,radiant_id,dire_name,dire_id,radiant_score,dire_score,first_ban_radiant,ban1,ban2,ban3,ban4,ban5,ban6,pick1,pick2,pick3,pick4,ban7,ban8,ban9,ban10,pick5,pick6,pick7,pick8,ban11,ban12,pick9,pick10,radiant_win
0,3550508063,20,3,DreamLeague season 8,5627,Team Liquid,16.0,OG,0.0,30,18,0,60,78,112,107,91,97,84,79,7,65,69,54,83,63,52,50,80,6,94,34,9,39,1
0,3550606727,20,3,DreamLeague season 8,5627,OG,0.0,Team Liquid,16.0,32,31,0,78,7,97,60,112,107,84,85,86,38,90,80,91,104,13,26,109,34,4,45,54,22,0
0,3550720735,20,3,DreamLeague season 8,5627,Team Empire,21.0,Team Liquid,16.0,19,21,0,39,60,9,107,78,7,112,38,75,80,53,35,43,15,16,86,44,108,47,76,98,17,0
0,3550781676,20,3,DreamLeague season 8,5627,Team Empire,21.0,Team Liquid,16.0,14,36,0,9,7,39,107,78,60,112,38,58,54,13,15,43,35,79,28,40,17,104,6,22,18,0
0,3550862852,20,3,DreamLeague season 8,5627,Team Secret,1.0,Mid or Feed,27.0,33,16,1,3,86,112,60,51,38,7,68,41,53,47,71,1,39,16,111,43,17,6,18,48,78,1
0,3550918091,20,3,DreamLeague season 8,5627,Team Secret,1.0,Mid or Feed,27.0,29,11,1,112,86,3,60,51,38,7,88,64,30,47,39,1,57,13,54,63,49,108,68,29,94,1
0,3552253587,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,Team Liquid,16.0,16,39,1,80,69,54,85,60,107,38,112,7,20,35,61,6,78,39,88,77,47,44,53,37,81,0
0,3552339511,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,Team Liquid,16.0,22,6,0,85,80,38,112,97,77,107,20,58,43,61,68,59,39,60,102,47,55,70,4,44,18,1
0,3552460526,20,3,DreamLeague season 8,5627,Team Secret,1.0,OG,0.0,37,34,0,86,112,7,107,71,85,60,26,62,78,50,13,68,17,96,87,8,54,39,74,34,1,1
0,3552551775,20,3,DreamLeague season 8,5627,OG,0.0,Team Secret,1.0,40,56,1,86,112,7,78,71,38,107,30,28,50,13,54,48,6,29,18,20,65,36,94,4,17,0
0,3552645913,20,3,DreamLeague season 8,5627,Team Secret,1.0,Virtus.pro,18.0,16,28,0,31,3,38,78,85,62,112,86,5,71,70,108,54,97,29,55,17,1,75,4,15,80,0
0,3552694103,21,3,DreamLeague season 8,5627,Team Secret,1.0,Virtus.pro,18.0,44,32,1,3,31,112,85,87,38,86,84,78,57,1,70,54,15,50,89,114,9,93,49,48,35,1
0,3553407600,20,5,Dota Summit 8,5850,Happy  Feet,,Entity Gaming,,27,6,1,78,57,1,112,40,60,38,27,54,86,39,13,63,47,7,51,108,70,74,15,76,49,1
0,3553477514,20,5,Dota Summit 8,5850,Happy  Feet,,Entity Gaming,,31,39,0,57,78,88,1,60,13,112,38,63,39,4,49,18,46,87,107,14,20,69,47,98,34,0
0,3553604059,20,5,Dota Summit 8,5850,Happy  Feet,,Entity Gaming,,35,11,0,57,78,88,1,38,20,60,13,86,4,22,7,40,51,71,26,81,98,47,65,49,76,1
0,3553733545,20,5,Dota Summit 8,5850,Happy  Feet,,Execration,39.0,18,25,1,40,88,57,31,78,13,38,112,39,86,4,108,47,98,104,107,28,25,9,20,36,48,0
0,3553844716,20,5,Dota Summit 8,5850,Execration,39.0,Happy  Feet,,23,37,0,57,88,78,31,38,112,13,107,39,83,71,40,47,4,3,86,9,49,20,98,81,114,0
0,3553986322,20,5,Dota Summit 8,5850,Execration,39.0,Happy  Feet,,47,39,0,78,88,57,31,38,112,13,28,20,83,81,49,36,39,64,51,55,63,54,94,7,106,1
0,3554360514,20,3,DreamLeague season 8,5627,Team Secret,1.0,Natus Vincere,17.0,20,6,1,85,86,58,38,107,112,30,20,60,7,80,51,29,47,65,8,18,57,43,39,15,34,1
0,3554422887,20,3,Dota Summit 8,5850,Mid or Feed,27.0,Team Singularity,46.0,29,18,0,51,63,112,38,3,60,107,7,30,53,80,102,1,57,39,54,29,87,49,18,13,56,1
0,3554472677,21,3,DreamLeague season 8,5627,Vega Squadron,8.0,Team Liquid,16.0,43,29,0,3,91,88,80,60,38,112,68,16,7,78,41,53,35,57,45,39,47,1,93,95,10,1
0,3554491138,20,3,Dota Summit 8,5850,Mid or Feed,27.0,Team Singularity,46.0,38,10,0,51,38,7,60,3,53,112,68,41,20,102,39,1,74,16,107,9,17,78,113,80,61,1
0,3554583049,20,3,DreamLeague season 8,5627,Team Liquid,16.0,Vega Squadron,8.0,46,20,1,39,91,60,80,68,38,3,79,16,107,78,10,53,6,52,45,4,54,17,57,9,94,1
0,3555539638,20,5,Dota Summit 8,5850,Execration,39.0,Mineski.???,6.0,32,49,0,3,78,57,31,38,88,112,107,64,60,9,55,40,39,13,7,48,34,54,51,20,22,0
0,3555684032,20,5,Dota Summit 8,5850,Mineski.???,6.0,Execration,39.0,42,37,0,60,112,78,38,13,57,88,28,64,31,51,20,39,48,114,65,21,40,1,54,94,62,0
0,3555789151,20,3,Dota Summit 8,5850,Mid or Feed,27.0,PENTA Sports,38.0,27,36,0,112,38,51,78,3,20,31,7,30,97,1,47,44,57,39,71,29,54,13,94,36,109,1
0,3555836986,20,5,Dota Summit 8,5850,Execration,39.0,Mineski.???,6.0,27,44,0,3,60,38,78,57,112,85,20,28,13,61,55,98,94,31,26,88,92,6,44,12,34,0
0,3555940520,20,3,Dota Summit 8,5850,Mid or Feed,27.0,PENTA Sports,38.0,17,29,0,112,78,7,38,51,31,20,16,30,52,1,47,75,29,39,107,57,43,69,109,102,44,0
0,3555994592,20,5,Dota Summit 8,5850,TNC Pro Team,29.0,Fnatic,7.0,16,36,1,57,60,112,38,88,85,7,107,3,75,80,51,65,63,100,15,109,104,34,39,17,74,0
0,3556058418,20,3,Dota Summit 8,5850,Mid or Feed,27.0,PENTA Sports,38.0,16,33,0,112,78,51,38,7,20,31,41,68,55,107,76,1,61,16,28,39,9,54,109,77,33,0
0,3556140432,20,5,Dota Summit 8,5850,TNC Pro Team,29.0,Fnatic,7.0,14,42,0,60,112,85,57,38,107,7,19,78,3,98,86,63,80,39,74,87,54,96,109,89,15,0
0,3556202582,20,3,Dota Summit 8,5850,mousesports,57.0,HellRaisers,10.0,14,22,0,3,112,64,51,38,7,62,53,71,92,97,47,49,20,39,107,87,55,77,18,44,4,0
0,3556335653,20,3,Dota Summit 8,5850,mousesports,57.0,HellRaisers,10.0,18,34,1,85,53,112,38,51,3,62,107,37,27,109,97,8,20,7,39,92,65,18,54,10,1,0
0,3556414389,20,2,DreamLeague season 8,5627,OpTic Gaming,13.0,compLexity Gaming,31.0,3,29,1,38,31,64,3,91,20,112,53,16,60,106,13,17,19,23,95,9,98,47,4,97,52,0
0,3556521210,20,2,DreamLeague season 8,5627,OpTic Gaming,13.0,compLexity Gaming,31.0,27,19,1,38,31,91,3,64,20,112,53,16,17,6,13,54,75,26,86,43,88,56,1,44,80,1
0,3556631234,20,2,DreamLeague season 8,5627,OpTic Gaming,13.0,compLexity Gaming,31.0,16,27,1,38,31,91,20,53,112,86,23,16,17,6,1,64,75,68,58,81,78,18,43,57,15,0
0,3556681860,21,10,Dota Summit 8,5850,Infamous,52.0,paiN Gaming,,29,11,0,107,53,78,38,31,3,112,60,68,16,63,65,23,13,39,97,57,1,47,109,34,93,1
0,3556731659,20,2,DreamLeague season 8,5627,Evil Geniuses,14.0,Digital Chaos,2.0,22,17,0,107,60,91,112,3,88,89,13,84,9,1,80,31,17,86,101,19,43,47,39,41,53,1
0,3556748985,20,15,Dota Summit 8,5850,Infamous,52.0,paiN Gaming,,47,18,0,68,53,75,3,112,85,60,84,78,38,43,80,63,39,26,86,93,34,4,13,72,17,1
0,3556790073,21,2,DreamLeague season 8,5627,Evil Geniuses,14.0,Digital Chaos,2.0,25,19,1,9,112,88,13,85,3,60,38,84,58,98,47,39,70,54,29,28,94,20,76,72,35,1
0,3556843486,20,10,Dota Summit 8,5850,SG e-sports team,54.0,Sacred,,20,34,0,3,112,71,60,7,13,31,107,53,28,9,113,63,106,66,54,52,39,65,109,104,15,0
0,3556897960,20,15,Dota Summit 8,5850,Sacred,,SG e-sports team,54.0,37,13,1,60,107,3,112,7,71,31,16,64,51,54,113,13,1,53,63,4,17,65,39,41,106,1
0,3556943290,20,1,DreamLeague season 8,5627,OpTic Gaming,13.0,Digital Chaos,2.0,7,32,0,89,60,53,112,9,3,38,30,7,51,43,17,75,13,39,87,44,47,63,65,19,29,0
0,3557608133,20,5,Dota Summit 8,5850,Mineski.???,6.0,Fnatic,7.0,41,32,0,60,3,13,107,62,112,7,85,78,63,74,87,39,86,26,84,28,89,12,9,17,34,1
0,3557762105,20,5,Dota Summit 8,5850,Mineski.???,6.0,Fnatic,7.0,32,12,1,112,60,57,85,107,62,3,7,86,51,20,109,1,74,14,13,63,98,48,17,18,76,1
0,3557856495,20,5,Dota Summit 8,5850,Mineski.???,6.0,Fnatic,7.0,28,34,0,60,112,13,107,85,3,84,51,75,100,74,20,109,98,9,87,19,39,1,12,54,44,0
0,3558048294,20,5,Dota Summit 8,5850,Mineski.???,6.0,Fnatic,7.0,11,20,1,112,60,100,13,107,85,3,51,87,16,1,74,20,39,78,18,34,17,22,109,92,94,0
0,3558186968,20,3,Dota Summit 8,5850,Team Kinguin,,PENTA Sports,38.0,38,25,0,58,31,112,38,97,78,20,87,107,52,28,12,102,61,13,16,80,55,77,15,41,69,1
0,3558187182,20,5,Dota Summit 8,5850,Fnatic,7.0,Mineski.???,6.0,32,16,1,60,3,13,100,85,107,112,78,64,51,74,1,39,9,16,57,20,34,109,17,54,94,1
0,3558318138,20,3,Dota Summit 8,5850,PENTA Sports,38.0,Team Kinguin,,10,31,1,112,31,58,38,97,78,28,20,51,55,81,13,77,80,57,79,47,39,54,12,70,44,0
0,3558510788,20,3,Dota Summit 8,5850,Team Kinguin,,HellRaisers,10.0,33,14,0,97,92,47,38,68,112,64,87,107,7,77,13,33,57,78,54,15,65,17,63,39,80,1
0,3558597688,20,3,Dota Summit 8,5850,HellRaisers,10.0,Team Kinguin,,36,31,1,97,38,78,112,107,92,31,51,47,77,55,58,33,81,57,86,30,15,69,44,7,1,0
0,3558619997,20,2,DreamLeague season 8,5627,Evil Geniuses,14.0,compLexity Gaming,31.0,15,25,1,38,60,53,88,91,20,85,68,16,86,80,81,1,12,47,25,23,13,6,19,56,46,0
0,3558701651,20,2,DreamLeague season 8,5627,Evil Geniuses,14.0,compLexity Gaming,31.0,34,18,1,38,88,53,60,91,20,86,16,23,84,1,68,29,47,112,13,92,72,94,46,43,35,1
0,3558713613,20,3,Dota Summit 8,5850,Team Kinguin,,HellRaisers,10.0,9,32,0,97,38,78,92,107,77,3,112,51,53,65,47,60,80,20,16,13,46,42,81,61,18,0
0,3558777126,20,3,Dota Summit 8,5850,HellRaisers,10.0,Team Kinguin,,21,29,1,97,38,78,112,107,92,3,68,51,77,33,47,65,58,69,60,81,7,34,13,17,49,0
0,3558793494,20,2,DreamLeague season 8,5627,Evil Geniuses,14.0,compLexity Gaming,31.0,26,14,1,53,20,38,88,91,60,86,16,68,13,1,47,6,80,85,58,81,19,84,76,94,9,1
0,3558866805,20,2,DreamLeague season 8,5627,compLexity Gaming,31.0,Digital Chaos,2.0,17,11,1,60,38,88,16,31,112,20,53,28,64,68,86,47,54,50,13,43,18,39,15,25,72,1
0,3558899818,20,15,Dota Summit 8,5850,Infamous,52.0,Sacred,,27,37,0,38,53,3,31,26,60,112,78,85,51,13,1,63,86,39,25,87,8,16,93,7,80,0
0,3558923187,20,2,DreamLeague season 8,5627,Digital Chaos,2.0,compLexity Gaming,31.0,16,31,1,53,60,16,20,13,88,112,64,23,51,54,39,47,9,19,38,91,94,63,98,17,2,0
0,3558951952,20,15,Dota Summit 8,5850,Sacred,,Infamous,52.0,38,19,0,53,3,31,60,112,38,68,51,86,107,18,63,41,7,13,16,8,81,47,65,46,97,1
0,3558979253,20,2,DreamLeague season 8,5627,Evil Geniuses,14.0,compLexity Gaming,31.0,25,15,1,91,60,53,20,64,86,84,38,112,19,13,47,17,23,43,68,100,29,94,70,39,67,1
0,3558994461,20,15,Dota Summit 8,5850,Infamous,52.0,Sacred,,28,27,0,38,31,3,60,26,51,112,68,7,53,8,18,23,41,1,28,13,46,63,15,54,106,1
0,3559037317,21,2,DreamLeague season 8,5627,Evil Geniuses,14.0,compLexity Gaming,31.0,27,15,0,60,53,86,20,19,47,64,13,84,83,46,1,80,8,112,15,48,65,54,88,42,102,1
0,3559037923,20,15,Dota Summit 8,5850,Sacred,,Infamous,52.0,40,18,0,51,60,112,3,31,38,7,26,13,90,78,8,1,53,16,57,15,93,43,104,106,2,1
0,3560068096,20,3,Dota Summit 8,5850,Team Empire,21.0,Natus Vincere,17.0,11,24,0,75,85,78,38,107,112,20,79,41,58,47,44,51,15,23,60,39,46,87,40,12,94,0
0,3560160171,20,3,Dota Summit 8,5850,Natus Vincere,17.0,Team Empire,21.0,30,16,0,85,75,20,78,58,112,38,30,107,60,15,47,77,104,39,87,19,18,13,94,49,29,1
0,3560337697,20,3,Dota Summit 8,5850,Vega Squadron,8.0,Virtus.pro,18.0,18,34,1,78,3,112,85,58,31,84,19,79,29,68,38,86,57,107,16,69,15,61,48,9,13,0
0,3560422984,20,3,Dota Summit 8,5850,Virtus.pro,18.0,Vega Squadron,8.0,19,10,1,112,78,85,58,19,38,3,86,84,57,107,15,71,114,96,60,39,49,20,1,48,10,1
0,3560477029,20,2,Dota Summit 8,5850,BLUE PIKACHU,,Digital Chaos,2.0,18,25,0,80,60,9,51,62,28,112,78,86,19,43,20,38,94,83,84,47,61,65,98,13,18,0
0,3560540470,20,2,Dota Summit 8,5850,BLUE PIKACHU,,Digital Chaos,2.0,4,25,0,78,112,80,28,62,60,3,27,38,19,43,15,13,39,51,16,20,98,61,47,57,70,0
0,3560641643,20,2,Dota Summit 8,5850,VGJ.Storm,28.0,Team Leviathan,43.0,30,19,0,19,9,112,60,38,61,86,91,39,71,96,81,47,18,107,13,16,48,78,109,108,94,1
0,3560681188,20,2,Dota Summit 8,5850,Team Leviathan,43.0,VGJ.Storm,28.0,15,38,0,9,112,19,91,61,60,3,107,39,57,47,15,18,81,87,28,53,13,109,1,67,77,0
0,3560725931,20,2,Dota Summit 8,5850,VGJ.Storm,28.0,Digital Chaos,2.0,16,33,0,91,112,107,60,3,28,57,15,68,51,19,16,61,86,84,87,81,39,98,13,18,47,0
0,3560781378,20,2,Dota Summit 8,5850,Digital Chaos,2.0,VGJ.Storm,28.0,26,30,0,19,91,51,112,57,60,28,3,13,86,47,38,94,53,16,43,54,109,29,22,102,74,0
0,3560847623,20,2,Dota Summit 8,5850,VGJ.Storm,28.0,Digital Chaos,2.0,13,26,1,57,91,19,112,51,60,3,28,38,107,98,17,94,35,50,13,43,109,29,93,22,18,0
0,3561495630,20,12,Dota Summit 8,5850,LGD.Forever Young,4.0,Vici Gaming,11.0,33,38,1,57,107,112,38,3,60,84,85,29,72,69,63,98,43,87,30,54,49,13,70,53,34,0
0,3561636602,20,12,Dota Summit 8,5850,LGD-GAMING,5.0,Newbee,12.0,28,35,1,3,60,38,84,112,92,16,86,28,57,12,114,93,70,63,87,69,43,20,17,113,35,0
0,3561782689,20,12,Dota Summit 8,5850,Newbee,12.0,LGD-GAMING,5.0,18,38,1,92,60,57,3,112,38,84,107,68,39,88,13,1,43,101,28,29,114,69,12,65,93,0
0,3561888741,20,12,Dota Summit 8,5850,Newbee,12.0,LGD-GAMING,5.0,17,33,0,3,60,38,84,86,57,112,88,92,72,107,54,16,4,78,51,39,17,29,1,69,42,0
0,3561952591,21,3,Dota Summit 8,5850,Natus Vincere,17.0,Virtus.pro,18.0,25,12,1,3,112,78,38,79,85,20,19,84,58,47,57,39,44,68,51,54,17,63,65,94,1,1
0,3561966598,20,3,DreamLeague season 8,5627,Team Liquid,16.0,Team Secret,1.0,25,4,0,107,7,3,60,13,57,86,28,79,5,53,54,29,80,39,19,77,98,9,4,17,46,1
0,3562026562,20,3,Dota Summit 8,5850,Natus Vincere,17.0,Virtus.pro,18.0,19,31,0,38,3,85,78,19,112,79,20,58,9,44,47,57,51,60,107,39,48,65,94,13,6,0
0,3562039160,20,3,DreamLeague season 8,5627,Team Secret,1.0,Team Liquid,16.0,37,22,0,57,112,86,107,60,13,7,30,51,39,54,29,77,53,38,80,72,90,47,35,9,6,1
0,3562093731,20,3,Dota Summit 8,5850,Natus Vincere,17.0,Virtus.pro,18.0,22,27,1,78,3,79,85,60,51,112,71,20,58,47,57,38,13,69,28,87,94,43,76,39,61,0
0,3562170839,21,3,DreamLeague season 8,5627,Mid or Feed,27.0,Team Liquid,16.0,13,28,1,3,7,107,112,38,41,51,60,68,30,39,77,47,46,85,9,36,1,65,18,69,109,0
0,3562171562,20,3,Dota Summit 8,5850,Natus Vincere,17.0,Virtus.pro,18.0,13,30,0,51,78,38,3,85,112,79,91,107,23,57,47,48,19,13,53,12,18,49,39,43,17,0
0,3562232404,21,3,DreamLeague season 8,5627,Mid or Feed,27.0,Team Liquid,16.0,20,43,1,3,7,107,41,85,39,112,91,19,51,55,86,28,53,110,54,57,98,95,70,17,88,0
0,3562303498,20,3,DreamLeague season 8,5627,Mid or Feed,27.0,Natus Vincere,17.0,22,32,0,51,38,30,20,68,58,112,64,60,19,85,57,91,39,55,88,28,65,47,54,43,35,0
0,3562308019,20,2,Dota Summit 8,5850,BLUE PIKACHU,,Leviathan,,15,28,0,112,61,57,9,79,3,19,28,86,60,75,78,13,80,39,37,29,53,43,81,46,18,0
0,3562345749,20,2,Dota Summit 8,5850,Team Leviathan,43.0,BLUE PIKACHU,,48,42,0,61,112,9,28,3,57,19,60,37,78,86,15,47,94,98,27,20,68,46,13,43,34,1
0,3562356718,20,3,DreamLeague season 8,5627,Mid or Feed,27.0,Natus Vincere,17.0,16,36,0,51,38,30,58,68,60,112,64,7,19,91,39,47,57,65,88,20,45,43,46,11,35,0
0,3562437228,20,2,Dota Summit 8,5850,Team Leviathan,43.0,VGJ.Storm,28.0,10,20,0,9,57,38,91,19,60,112,28,78,51,29,1,13,39,86,16,72,17,54,94,93,76,0
0,3562473552,20,2,Dota Summit 8,5850,VGJ.Storm,28.0,Leviathan,,8,18,0,91,112,16,57,19,9,28,60,38,13,78,17,61,46,50,30,47,109,96,18,43,34,0
0,3562508474,20,2,Dota Summit 8,5850,Leviathan,,VGJ.Storm,28.0,34,7,0,9,91,19,57,28,16,60,112,13,86,63,109,17,81,18,64,61,4,94,51,47,58,1
0,3563161917,20,12,Dota Summit 8,5850,LGD-GAMING,5.0,Vici Gaming,11.0,35,8,0,107,3,60,85,16,57,112,68,51,13,69,17,84,43,29,100,35,97,8,93,114,19,1
0,3563253639,20,12,Dota Summit 8,5850,Vici Gaming,11.0,LGD-GAMING,5.0,29,38,0,3,107,85,51,57,60,112,84,72,29,16,69,19,34,87,27,41,17,4,43,76,36,0
0,3563757526,21,3,DreamLeague season 8,5627,Team Liquid,16.0,Virtus.pro,18.0,16,35,0,112,84,19,18,38,79,3,60,68,51,57,54,70,39,2,72,61,7,47,1,55,94,0
0,3563837364,21,3,DreamLeague season 8,5627,Team Liquid,16.0,Virtus.pro,18.0,43,32,0,112,51,38,72,19,84,3,86,107,60,18,61,55,54,57,70,20,79,39,17,52,76,1
0,3563931981,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,Virtus.pro,18.0,34,13,1,3,112,69,19,79,38,20,51,87,107,39,55,47,57,53,63,4,17,58,61,30,49,1
0,3564002609,20,1,Dota Summit 8,5850,Immortals,35.0,Leviathan,,20,13,0,57,112,64,19,51,86,28,13,60,50,61,1,81,89,31,16,72,54,63,94,9,17,1
0,3564003018,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,Virtus.pro,18.0,33,31,0,38,3,19,79,51,112,107,85,20,57,61,15,12,47,53,50,68,63,17,13,39,41,1
0,3564051769,20,1,Dota Summit 8,5850,Leviathan,,Immortals,35.0,35,32,0,61,57,86,19,84,112,60,28,13,36,46,68,50,81,58,87,8,109,17,34,20,94,1
0,3564127436,20,1,Dota Summit 8,5850,Immortals,35.0,Leviathan,,27,14,0,57,112,51,13,64,19,28,86,100,58,61,63,1,17,94,88,85,12,9,98,39,54,1
0,3564165553,20,2,Dota Summit 8,5850,Digital Chaos,2.0,compLexity Gaming,31.0,12,17,1,64,60,16,88,20,19,57,53,3,51,1,47,17,43,13,87,6,46,61,15,44,40,0
0,3564206816,20,1,Dota Summit 8,5850,compLexity Gaming,31.0,Digital Chaos,2.0,36,30,1,60,19,88,53,38,13,20,112,51,37,47,17,94,72,39,16,54,12,43,57,32,98,1
0,3565465115,21,3,DreamLeague season 8,5627,OG,0.0,Mid or Feed,27.0,28,14,1,51,78,19,79,60,107,112,68,41,13,88,9,20,39,16,27,45,1,106,76,40,11,1
0,3565540360,20,3,DreamLeague season 8,5627,Mid or Feed,27.0,OG,0.0,15,35,1,78,19,79,112,13,107,85,84,27,53,20,18,39,12,96,3,61,98,49,76,106,17,0
0,3565640271,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,OG,0.0,19,33,0,20,78,58,112,19,107,85,79,51,13,6,9,61,48,53,27,47,94,72,1,108,44,0
0,3565732649,20,3,DreamLeague season 8,5627,Natus Vincere,17.0,OG,0.0,25,12,1,27,20,84,58,85,19,112,107,78,60,63,6,13,61,87,69,80,54,17,39,43,12,1
0,3565735375,21,2,Dota Summit 8,5850,Immortals,35.0,compLexity Gaming,31.0,22,42,1,64,60,53,20,91,19,112,16,68,13,1,43,6,81,47,51,23,89,9,73,54,18,0
0,3565827984,20,2,Dota Summit 8,5850,Immortals,35.0,compLexity Gaming,31.0,28,17,0,60,19,112,53,13,64,20,86,85,38,94,72,62,29,57,3,93,11,32,39,36,35,1
0,3565875392,20,1,Dota Summit 8,5850,compLexity Gaming,31.0,Immortals,35.0,24,8,1,60,19,85,53,13,112,84,86,57,15,81,17,16,93,51,58,9,46,78,12,100,11,1
0,3565905099,20,2,Dota Summit 8,5850,Immortals,35.0,compLexity Gaming,31.0,27,30,0,60,19,85,86,13,112,64,57,84,53,6,1,15,17,26,16,93,39,81,47,41,72,0
0,3566348242,21,5,DreamLeague season 8,5627,TNC Pro Team,29.0,Fnatic,7.0,11,26,0,91,112,60,3,85,7,84,57,107,109,89,98,29,34,22,51,72,39,108,13,27,12,0
0,3566438125,20,5,DreamLeague season 8,5627,TNC Pro Team,29.0,Fnatic,7.0,8,33,1,112,60,3,57,109,84,85,107,7,80,34,63,28,74,37,26,72,39,51,82,108,13,0
0,3566544785,20,5,DreamLeague season 8,5627,Mineski.???,6.0,Happy  Feet,,26,11,0,107,57,20,112,88,78,38,60,13,83,94,64,49,87,86,26,19,54,39,109,46,12,1
0,3566631812,20,5,DreamLeague season 8,5627,Happy  Feet,,Mineski.???,6.0,20,31,0,57,19,112,107,3,60,84,13,20,64,109,94,98,38,85,114,16,46,28,47,96,63,0
0,3566763577,20,5,DreamLeague season 8,5627,TNC Pro Team,29.0,Happy  Feet,,28,17,0,91,112,107,83,57,13,60,84,20,86,85,38,54,69,88,19,35,39,63,65,51,81,1
0,3566899357,21,5,DreamLeague season 8,5627,Happy  Feet,,TNC Pro Team,29.0,43,23,0,112,91,13,60,20,88,84,57,39,109,71,83,38,63,86,7,100,34,75,18,26,67,1
0,3567049639,21,5,DreamLeague season 8,5627,TNC Pro Team,29.0,Happy  Feet,,30,29,1,13,91,39,60,57,88,84,112,100,28,20,34,76,19,81,65,104,94,98,12,15,17,1
0,3568326776,21,5,DreamLeague season 8,5627,Mineski.???,6.0,Fnatic,7.0,24,15,1,57,13,112,60,3,84,107,100,85,40,94,74,98,39,87,31,43,19,1,72,9,41,1
0,3568429861,21,5,DreamLeague season 8,5627,Fnatic,7.0,Mineski.???,6.0,28,17,1,60,57,13,112,19,3,84,107,20,100,109,64,94,30,37,38,9,39,72,114,54,29,1
0,3568535037,21,5,DreamLeague season 8,5627,Mineski.???,6.0,Fnatic,7.0,9,33,1,57,60,112,13,3,19,84,51,85,39,114,94,12,109,38,64,74,102,20,54,28,15,0
0,3568669034,21,5,DreamLeague season 8,5627,Mineski.???,6.0,TNC Pro Team,29.0,14,37,0,13,57,19,91,84,60,107,85,87,30,88,34,35,38,94,65,20,12,63,102,15,61,0
0,3568795427,21,5,DreamLeague season 8,5627,Mineski.???,6.0,TNC Pro Team,29.0,14,36,1,57,13,91,60,107,84,51,100,85,72,34,39,29,54,65,75,77,19,17,12,74,9,0
0,3568956712,21,5,DreamLeague season 8,5627,Fnatic,7.0,TNC Pro Team,29.0,6,21,1,60,3,57,7,28,84,85,100,13,107,38,80,109,77,15,39,86,55,72,94,63,69,0
0,3569112659,21,5,DreamLeague season 8,5627,TNC Pro Team,29.0,Fnatic,7.0,5,19,1,3,60,7,13,84,57,100,51,85,39,65,74,15,109,38,30,94,12,88,34,63,17,0
0,3569242485,21,5,DreamLeague season 8,5627,Fnatic,7.0,TNC Pro Team,29.0,21,24,1,60,3,13,84,85,7,100,107,65,57,39,15,63,109,37,88,8,17,54,1,94,93,1
0,3570053039,21,12,Perfect World Masters,5637,SG e-sports team,54.0,Vici Gaming,11.0,12,27,0,57,85,19,112,60,3,79,16,50,103,40,51,48,63,97,29,9,17,4,1,18,93,0
0,3570059287,21,12,Perfect World Masters,5637,Team Secret,1.0,LGD-GAMING,5.0,16,14,1,107,57,51,3,112,60,19,16,50,62,86,29,78,72,69,26,17,43,13,6,108,98,1
0,3570130016,21,12,Perfect World Masters,5637,LGD-GAMING,5.0,Team Secret,1.0,43,24,0,107,57,112,62,51,60,19,29,86,30,43,85,69,87,16,88,11,76,108,54,39,12,1
0,3570136285,21,12,Perfect World Masters,5637,SG e-sports team,54.0,Vici Gaming,11.0,17,40,1,85,19,112,51,13,60,86,3,103,62,113,43,12,29,57,15,39,17,108,1,16,81,0
0,3570219677,21,12,Perfect World Masters,5637,Team Kinguin,,Newbee,12.0,54,58,1,39,57,43,107,38,62,112,60,65,69,63,4,54,87,110,88,80,20,94,15,49,70,1
0,3570234217,21,12,Perfect World Masters,5637,LGD.Forever Young,4.0,compLexity Gaming,31.0,32,21,1,53,60,16,84,112,86,38,23,64,107,39,98,54,57,19,20,91,87,47,49,44,100,1
0,3570352646,21,12,Perfect World Masters,5637,Newbee,12.0,Team Kinguin,,22,27,1,107,39,60,112,57,38,84,51,68,13,43,47,17,78,69,86,80,6,53,35,94,15,1
0,3570353578,21,12,Perfect World Masters,5637,LGD.Forever Young,4.0,compLexity Gaming,31.0,32,11,0,60,53,85,38,13,91,84,19,57,15,98,17,16,39,30,58,28,29,35,40,46,43,1
0,3570459988,21,12,Perfect World Masters,5637,Vega Squadron,8.0,Vici Gaming,11.0,9,32,1,86,84,85,10,112,60,3,79,28,57,16,15,39,69,78,51,48,17,72,13,54,43,0
0,3570584164,21,12,Perfect World Masters,5637,Mineski.???,6.0,Team Secret,1.0,33,11,0,13,57,84,62,60,30,19,100,31,107,86,40,39,9,15,58,69,65,17,54,35,43,1
0,3570592363,21,12,Perfect World Masters,5637,Vega Squadron,8.0,Vici Gaming,11.0,11,25,1,79,51,112,60,3,10,85,84,72,57,17,78,39,68,43,20,27,35,30,29,28,38,0
0,3570692321,21,12,Perfect World Masters,5637,Team Secret,1.0,Mineski.???,6.0,30,13,0,57,13,62,84,30,60,19,86,40,100,20,108,43,39,85,50,15,1,17,4,9,46,1
0,3570704604,21,12,Perfect World Masters,5637,LGD.Forever Young,4.0,SG e-sports team,54.0,31,12,0,107,62,84,19,57,60,112,16,68,28,54,29,63,65,72,97,51,1,106,4,39,49,1
