,id matches,patch,region,league_name,league_id,radiant_name,radiant_id,dire_name,dire_id,radiant_score,dire_score,first_ban_radiant,ban1,ban2,ban3,ban4,pick1,pick2,pick3,pick4,ban7,ban8,ban9,ban10,pick5,pick6,pick7,pick8,ban11,ban12,pick9,pick10,radiant_win
1558,1052106884,20.0,3.0,SLTV Star Series Season 11 Ticket,2158,Natus Vincere,17.0,GOOMBA Gamingg,,0,0,1,68,78,95,36,64,92,103,6,61,47,44,43,84,20,48,3,74,76,34,17,1
1559,1052121039,20.0,3.0,Dota Pit League Season 2 Ticket,1942,Virtus.pro,18.0,Team Secret,1.0,0,0,1,91,93,29,41,13,78,103,20,106,77,44,68,50,33,69,109,96,1,104,22,0
1560,1052173886,20.0,3.0,Dota Pit League Season 2 Ticket,1942,Team Secret,1.0,Virtus.pro,18.0,0,0,1,93,78,41,91,103,13,20,22,77,69,68,106,65,50,44,29,67,84,57,56,1
1561,1053345724,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,Virtus.pro,18.0,TEAMERINO TINKERINO,,0,0,0,43,103,20,13,78,101,29,84,47,104,7,41,93,48,17,52,53,16,57,39,1
1562,1053537720,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,Virtus.pro,18.0,STARK.gg,,0,0,0,13,101,41,93,47,20,78,96,29,16,31,106,103,44,94,7,30,65,84,68,1
1563,1053745264,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,Virtus.pro,18.0,Virtus.pro,18.0,0,0,0,77,78,43,13,84,103,20,41,93,97,22,15,29,101,44,25,72,57,47,40,1
1564,1053890714,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,Virtus.pro,18.0,Virtus.pro,18.0,0,0,0,78,20,13,84,103,93,101,43,57,77,29,41,65,50,46,104,64,22,90,44,1
1565,1053950695,20.0,3.0,Dota Pit League Season 2 Ticket,1942,,,Team Secret,1.0,0,0,1,103,64,78,89,13,91,68,20,29,6,53,41,104,22,97,65,109,44,59,63,0
1566,1054064700,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,Virtus.pro,18.0,Virtus.pro,18.0,0,0,1,78,84,13,43,103,20,93,29,57,47,65,22,101,50,97,67,17,69,98,74,0
1567,1054093051,20.0,3.0,Dota Pit League Season 2 Ticket,1942,Team Secret,1.0,,,0,0,1,103,78,68,36,91,20,13,106,65,57,41,53,9,17,6,50,29,3,92,55,0
1568,1054211531,20.0,8.0,ASUS ROG DreamLeague Season 2,2190,STARK.gg,,TEAMERINO TINKERINO,,0,0,0,93,103,101,20,29,84,96,30,106,91,68,1,94,83,86,17,54,78,47,72,0
