,match_id,start_time,radiant_team_id,radiant_score,dire_team_id,dire_score,radiant_win,radiant_H1,radiant_H2,radiant_H3,radiant_H4,radiant_H5,dire_H1,dire_H2,dire_H3,dire_H4,dire_H5,radiant_P1,radiant_P2,radiant_P3,radiant_P4,radiant_P5,dire_P1,dire_P2,dire_P3,dire_P4,dire_P5,league_name
57,3792261655,1521620059,5152964,15,15.0,30,False,57.0,47.0,64.0,12.0,16.0,72.0,19.0,119.0,91.0,78.0,167372590.0,134711350.0,108221389.0,110837826.0,167072778.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,EPICENTER XL
58,3791572947,1521570322,2006913,21,2621843.0,4,True,30.0,15.0,19.0,83.0,92.0,86.0,54.0,108.0,90.0,99.0,91460772.0,234699894.0,113372833.0,111030315.0,116881520.0,94049589.0,26316691.0,94338967.0,109512357.0,87586992.0,SL i-League Invitational Season 4
59,3796521781,1521839077,5055770,26,3705786.0,25,True,86.0,49.0,54.0,87.0,72.0,12.0,100.0,13.0,66.0,19.0,349310876.0,298882097.0,164685175.0,94923783.0,153836240.0,194521913.0,101779337.0,59463394.0,100507647.0,99881834.0,SL i-League Invitational Season 4
60,3796588899,1521842548,3705786,23,5055770.0,13,True,54.0,16.0,66.0,43.0,109.0,89.0,106.0,69.0,87.0,8.0,194521913.0,101779337.0,100507647.0,59463394.0,99881834.0,349310876.0,153836240.0,298882097.0,94923783.0,164685175.0,SL i-League Invitational Season 4
61,3795652426,1521804214,4,26,15.0,26,False,8.0,86.0,19.0,49.0,53.0,109.0,47.0,30.0,89.0,65.0,108376607.0,135384059.0,118134220.0,255219872.0,111114687.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,SL i-League Invitational Season 4
62,3795559077,1521799976,15,33,5027210.0,11,True,109.0,35.0,30.0,100.0,29.0,76.0,64.0,65.0,72.0,89.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,137272985.0,114239371.0,139937922.0,108382060.0,182331313.0,EPICENTER XL
63,3797292047,1521883365,5027210,28,726228.0,42,False,19.0,30.0,15.0,57.0,16.0,114.0,119.0,107.0,13.0,97.0,137272985.0,114239371.0,108382060.0,139937922.0,182331313.0,137193239.0,89423756.0,113800818.0,107803494.0,134276083.0,EPICENTER XL
64,3792351765,1521624462,5152964,33,2626685.0,16,True,87.0,47.0,100.0,109.0,60.0,107.0,12.0,19.0,53.0,78.0,108221389.0,134711350.0,167072778.0,110837826.0,167372590.0,142974425.0,135878232.0,254710104.0,158847773.0,397462905.0,EPICENTER XL
65,3795343638,1521788871,5027210,16,4288603.0,31,False,25.0,53.0,16.0,95.0,119.0,19.0,104.0,9.0,62.0,87.0,137272985.0,114239371.0,139937922.0,108382060.0,182331313.0,101908305.0,92590479.0,136477860.0,110228930.0,116852311.0,EPICENTER XL
66,3781917114,1521109675,5269247,50,5266795.0,33,True,15.0,111.0,11.0,16.0,65.0,9.0,53.0,3.0,100.0,93.0,196490133.0,92949094.0,107855479.0,86953414.0,27178898.0,250114507.0,91064780.0,298726580.0,66620961.0,116249155.0,World Electronic Sports Games International
67,3783080529,1521169211,5154535,23,4288603.0,19,True,16.0,86.0,78.0,76.0,48.0,94.0,57.0,77.0,100.0,30.0,100175472.0,155332459.0,118073569.0,194818271.0,204872035.0,101908305.0,92590479.0,136477860.0,110228930.0,116852311.0,World Electronic Sports Games International
68,3795619812,1521802798,5229127,30,5197722.0,32,True,62.0,30.0,11.0,58.0,41.0,16.0,86.0,45.0,100.0,48.0,93552791.0,91064780.0,250114507.0,130801103.0,89269794.0,86785083.0,93473848.0,81852496.0,182993582.0,113995822.0,SL i-League Invitational Season 4
69,3795753791,1521808199,1375614,22,2586976.0,13,True,77.0,72.0,119.0,7.0,58.0,111.0,15.0,107.0,13.0,59.0,117281554.0,149486894.0,82327674.0,139876032.0,87012746.0,94155156.0,88271237.0,26771994.0,41231571.0,19672354.0,Corsair DreamLeague season 9
70,3784945327,1521258499,2626685,15,67.0,34,False,16.0,47.0,90.0,63.0,19.0,8.0,100.0,66.0,45.0,65.0,142974425.0,135878232.0,158847773.0,254710104.0,397462905.0,94004717.0,84853828.0,116525052.0,101062921.0,117956848.0,World Electronic Sports Games International
71,3781456589,1521080717,39,16,5065748.0,12,True,6.0,13.0,92.0,66.0,86.0,43.0,16.0,108.0,87.0,48.0,86745912.0,111620041.0,87177591.0,87382579.0,25907144.0,28070572.0,157989498.0,97975407.0,99796146.0,185202677.0,GESC: Indonesia
72,3780349967,1521023675,5270154,34,4369633.0,17,True,68.0,8.0,19.0,45.0,16.0,62.0,49.0,34.0,33.0,87.0,134556694.0,132851371.0,113995822.0,92423451.0,159020918.0,173476224.0,211531481.0,122867857.0,113874152.0,86940305.0,World Electronic Sports Games International
73,3781853775,1521106446,5269247,36,5266795.0,14,True,87.0,8.0,11.0,89.0,33.0,102.0,119.0,19.0,14.0,72.0,92949094.0,196490133.0,107855479.0,86953414.0,27178898.0,91064780.0,298726580.0,250114507.0,66620961.0,116249155.0,World Electronic Sports Games International
74,3780173955,1521014901,2108395,46,543897.0,34,True,26.0,103.0,19.0,72.0,69.0,80.0,119.0,49.0,62.0,13.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,84772440.0,100471531.0,89871557.0,91443418.0,113457795.0,SL i-League Invitational Season 4
75,3781569096,1521089337,5231224,13,36.0,28,False,119.0,77.0,16.0,30.0,39.0,86.0,15.0,11.0,85.0,29.0,121404228.0,331999484.0,226340817.0,117891932.0,119939006.0,106809101.0,114619230.0,70388657.0,35504297.0,89550641.0,GESC: Indonesia
76,3780551983,1521031908,2108395,19,350190.0,39,False,86.0,100.0,19.0,109.0,88.0,72.0,76.0,107.0,37.0,65.0,184950344.0,155494381.0,164532005.0,132309493.0,187619311.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,SL i-League Invitational Season 4
77,3780256955,1521019086,5224096,6,5258269.0,28,False,43.0,68.0,104.0,51.0,47.0,77.0,119.0,25.0,3.0,29.0,70157388.0,128129911.0,366166639.0,235273853.0,124391602.0,86751819.0,126821466.0,298683250.0,86741086.0,90199779.0,World Electronic Sports Games International
78,3797921919,1521903960,1375614,21,350190.0,29,False,63.0,46.0,107.0,87.0,19.0,54.0,74.0,16.0,37.0,96.0,117281554.0,149486894.0,139876032.0,82327674.0,87012746.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,Corsair DreamLeague season 9
79,3781998272,1521113458,3715574,24,5258269.0,23,True,111.0,48.0,49.0,16.0,19.0,68.0,107.0,76.0,42.0,78.0,85008179.0,86822085.0,85937380.0,105045291.0,87063175.0,86741086.0,126821466.0,298683250.0,86751819.0,90199779.0,World Electronic Sports Games International
80,3792116483,1521612156,2626685,15,5027210.0,35,False,76.0,103.0,30.0,49.0,57.0,25.0,53.0,88.0,72.0,86.0,135878232.0,142974425.0,158847773.0,254710104.0,397462905.0,137272985.0,114239371.0,139937922.0,108382060.0,182331313.0,EPICENTER XL
81,3794054355,1521717125,4288603,16,5066616.0,11,True,77.0,38.0,72.0,100.0,101.0,18.0,60.0,87.0,43.0,16.0,101908305.0,92590479.0,136477860.0,110228930.0,116852311.0,168028715.0,157475523.0,117731777.0,124936122.0,138543123.0,EPICENTER XL
82,3781237780,1521061113,5228654,27,5051649.0,6,True,53.0,87.0,16.0,63.0,43.0,89.0,15.0,65.0,44.0,30.0,86726887.0,47434686.0,10366616.0,108452107.0,97658618.0,112377459.0,115141430.0,110539311.0,101450083.0,145550466.0,SL i-League Invitational Season 4
83,3783544088,1521196197,4288603,15,5138057.0,19,False,48.0,88.0,11.0,100.0,86.0,27.0,109.0,39.0,16.0,57.0,101908305.0,92590479.0,136477860.0,110228930.0,116852311.0,113331514.0,175463659.0,56351509.0,182993582.0,47976221.0,World Electronic Sports Games International
84,3781532208,1521086730,5266795,29,5259419.0,21,True,53.0,76.0,114.0,16.0,30.0,95.0,66.0,3.0,29.0,39.0,91064780.0,250114507.0,116249155.0,66620961.0,298726580.0,188884494.0,63703276.0,203903869.0,178638015.0,96183976.0,World Electronic Sports Games International
85,3783051055,1521166945,5065748,31,5231224.0,4,True,72.0,16.0,29.0,3.0,54.0,19.0,15.0,65.0,87.0,49.0,28070572.0,157989498.0,97975407.0,229210222.0,185202677.0,121404228.0,331999484.0,226340817.0,117891932.0,119939006.0,GESC: Indonesia
86,3793135633,1521656481,2163,27,67.0,15,True,81.0,97.0,68.0,86.0,47.0,48.0,53.0,87.0,92.0,57.0,82262664.0,34505203.0,105599955.0,101356886.0,72312627.0,94004717.0,84853828.0,116525052.0,101062921.0,117956848.0,Corsair DreamLeague season 9
87,3783045532,1521166519,5051649,20,5020794.0,9,True,91.0,39.0,108.0,54.0,107.0,119.0,50.0,19.0,109.0,33.0,112377459.0,115141430.0,110539311.0,101450083.0,145550466.0,109590964.0,102600341.0,35533647.0,100246000.0,92214321.0,SL i-League Invitational Season 4
88,3778570125,1520931406,4,29,5259419.0,33,False,19.0,76.0,13.0,66.0,86.0,64.0,107.0,11.0,72.0,16.0,108376607.0,255219872.0,118134220.0,135384059.0,111114687.0,203903869.0,63703276.0,96183976.0,188884494.0,178638015.0,World Electronic Sports Games International
89,3794788676,1521747435,5196328,32,5026801.0,31,False,30.0,15.0,35.0,51.0,57.0,11.0,103.0,41.0,40.0,3.0,86974263.0,177648913.0,238239590.0,40547474.0,236858633.0,221666230.0,73562326.0,87285329.0,86698277.0,86727555.0,GESC: Thailand
90,3783188809,1521176975,3725701,52,5051765.0,53,True,40.0,103.0,45.0,87.0,72.0,62.0,89.0,19.0,15.0,8.0,100594231.0,345803031.0,121833213.0,86772934.0,256269737.0,86715129.0,7396553.0,86743641.0,122445696.0,110583422.0,World Electronic Sports Games International
91,3793016477,1521650993,5229438,35,5039050.0,36,False,3.0,95.0,69.0,47.0,100.0,68.0,86.0,12.0,58.0,19.0,90125566.0,178032556.0,25175582.0,96169991.0,71869498.0,201358612.0,26356855.0,121769650.0,62533910.0,92367063.0,SL i-League Invitational Season 4
92,3792643522,1521637135,5152964,10,15.0,17,False,78.0,13.0,16.0,10.0,119.0,109.0,47.0,30.0,53.0,89.0,167372590.0,134711350.0,167072778.0,110837826.0,108221389.0,125581247.0,106863163.0,94296097.0,101695162.0,94738847.0,EPICENTER XL
93,3794949692,1521758762,4324365,42,3477208.0,15,True,91.0,13.0,70.0,119.0,100.0,8.0,87.0,102.0,89.0,43.0,100704400.0,116514161.0,110605738.0,192651991.0,86919603.0,232033806.0,124438626.0,71266407.0,85312703.0,116885013.0,SL i-League Invitational Season 4
94,3796128008,1521820811,46,22,350190.0,27,False,34.0,119.0,107.0,19.0,87.0,80.0,92.0,27.0,89.0,53.0,11865327.0,92847434.0,112250781.0,5150808.0,113331514.0,43276219.0,154715080.0,102099826.0,6922000.0,87276347.0,Corsair DreamLeague season 9
